column,mean_LOO_best,mean_Val_best,mean_mean_PCE,mean_std_PCE,mean_LOO_LAR,mean_LOO_full,mean_Val_LAR,mean_Val_full,S1_Ec,ST_Ec,S1_Rel,ST_Rel,S1_Erat_1,ST_Erat_1,S1_E50_1,ST_E50_1,S1_c_1,ST_c_1,S1_phi_1,ST_phi_1,S1_k0_1,ST_k0_1,S1_Erat_2,ST_Erat_2,S1_E50_2,ST_E50_2,S1_c_2,ST_c_2,S1_phi_2,ST_phi_2,S1_k0_2,ST_k0_2
SF_6706_19,0.0187518,,61295.11559592065,7619.353780565878,0.0187518,0.05143665,,,0.04961457915974492,0.04961457915974492,0.00020007691926845908,0.00020007691926845908,0.00028851033021447015,0.00028851033021447015,0.0,0.0,0.0003280055871480366,0.0003280055871480366,6.88883878800582e-05,6.88883878800582e-05,0.001298341098555684,0.001298341098555684,0.13717825960530788,0.13717825960530788,0.03329947619589831,0.03329947619589831,0.0003424119039807366,0.0003424119039807366,0.00013058892492621974,0.00013058892492621974,0.7772508618870753,0.7772508618870753
SF_6705_19,0.017463025,,45701.62200477003,6365.259064327232,0.017463025,0.050847525,,,0.04344253132049163,0.04344253132049163,0.00031559243040259313,0.00031559243040259313,0.00033215222753007556,0.00033215222753007556,0.0011956196679120204,0.0011956196679120204,0.0004529937743175875,0.0004529937743175875,9.55876884893403e-05,9.55876884893403e-05,0.0008669798256435198,0.0008669798256435198,0.10439316890080927,0.10439316890080927,0.030085814148382004,0.030085814148382004,0.00032304285935884196,0.00032304285935884196,0.0012183307417631148,0.0012183307417631148,0.8172781864149001,0.8172781864149001
SF_6704_19,0.018246525,,29898.072830111647,4346.035353018866,0.018246525,0.055523075,,,0.04191322823653568,0.04191322823653568,0.00043963743828936427,0.00043963743828936427,0.0003076321704666638,0.0003076321704666638,0.0009493519328848771,0.0009493519328848771,0.0004893698646866315,0.0004893698646866315,0.00015759190374518508,0.00015759190374518508,0.0010683916273757006,0.0010683916273757006,0.090280986065299,0.090280986065299,0.029767775026103605,0.029767775026103605,0.00022117785742021992,0.00022117785742021992,0.0014130166482111699,0.0014130166482111699,0.8329918412289818,0.8329918412289818
SF_6703_19,0.032731525000000004,,13747.836347054543,1866.6230214167863,0.032731525000000004,0.1127541,,,0.05130467082225808,0.05130467082225808,0.00040272678500945225,0.00040272678500945225,0.0005255638331588901,0.0005255638331588901,0.0015849021317944545,0.0015849021317944545,0.0011797219109468844,0.0011797219109468844,0.0005586540053413447,0.0005586540053413447,0.00207320707831672,0.00207320707831672,0.14018766718200243,0.14018766718200243,0.05020381774874491,0.05020381774874491,0.0009834451123758535,0.0009834451123758535,0.0027140752479938362,0.0027140752479938362,0.7482815481420572,0.7482815481420572
SF_6702_19,0.02529285,,-2726.2524880121264,1033.0190119923982,0.02529285,0.102704625,,,0.0023105901583354645,0.0023105901583354645,0.0009691265516754565,0.0009691265516754565,0.00011673056111382777,0.00011673056111382777,0.00041994074385234224,0.00041994074385234224,0.001089316956310185,0.001089316956310185,6.960286968378611e-06,6.960286968378611e-06,0.0009286436285531727,0.0009286436285531727,0.0300972666839673,0.0300972666839673,0.007568475596274106,0.007568475596274106,0.000961134909526929,0.000961134909526929,5.939283816292423e-05,5.939283816292423e-05,0.95547242108526,0.95547242108526
SF_6701_19,0.006593,,-18818.976875617398,3352.9928727747274,0.006593,0.0140963,,,0.023860787097801386,0.023860787097801386,0.00032873855779094036,0.00032873855779094036,8.885332713843505e-05,8.885332713843505e-05,9.00092987679623e-06,9.00092987679623e-06,0.00027811014623914463,0.00027811014623914463,3.6058492003646584e-05,3.6058492003646584e-05,0.0006518687768093352,0.0006518687768093352,0.011505728026802282,0.011505728026802282,0.007458290232591347,0.007458290232591347,0.00038182874006516097,0.00038182874006516097,0.0005681989006205404,0.0005681989006205404,0.954832536772261,0.954832536772261
SF_6700_19,0.01166235,,-34014.06204656972,5069.995308484783,0.01166235,0.027260925,,,0.037063801326487095,0.037063801326487095,0.00031151340233455464,0.00031151340233455464,0.00015875747876746338,0.00015875747876746338,0.0006291834704947253,0.0006291834704947253,0.0002535787889994463,0.0002535787889994463,2.0927301917555638e-05,2.0927301917555638e-05,0.0006269500507631834,0.0006269500507631834,0.04363393783364079,0.04363393783364079,0.01695608299830326,0.01695608299830326,0.00041005630553293094,0.00041005630553293094,0.0014706402287229961,0.0014706402287229961,0.898464570814036,0.898464570814036
SF_6699_19,0.017040125000000003,,-48599.733843620445,6179.92471338671,0.017040125000000003,0.043471499999999996,,,0.05431281431836148,0.05431281431836148,0.00020494279744462607,0.00020494279744462607,0.00032852709474767006,0.00032852709474767006,0.0,0.0,0.00024362317530860934,0.00024362317530860934,9.030489083621969e-05,9.030489083621969e-05,0.000843783029915725,0.000843783029915725,0.09026144258937151,0.09026144258937151,0.02849232041906054,0.02849232041906054,0.00043959923974033516,0.00043959923974033516,0.0005942319708885019,0.0005942319708885019,0.8241884104743249,0.8241884104743249
SF_6698_19,0.023761475,,-62770.803752849366,6686.676994938068,0.023761475,0.06605575,,,0.06755359532897634,0.06755359532897634,0.0,0.0,0.0002381671506889611,0.0002381671506889611,0.0,0.0,0.00022994368424535951,0.00022994368424535951,9.297681802466476e-05,9.297681802466476e-05,0.0017478747616630414,0.0017478747616630414,0.18040781200625308,0.18040781200625308,0.045129133691783264,0.045129133691783264,0.0003186887650053329,0.0003186887650053329,0.00032274869438379074,0.00032274869438379074,0.7039590590989762,0.7039590590989762
SF_6697_19,0.0320015,,-74423.86511573833,6674.363288001621,0.0320015,0.0942028,,,0.07596918168939962,0.07596918168939962,0.0,0.0,0.0006590764353141584,0.0006590764353141584,6.758979405991914e-05,6.758979405991914e-05,0.0,0.0,7.950280546826274e-05,7.950280546826274e-05,0.001459494213472319,0.001459494213472319,0.3412818115682407,0.3412818115682407,0.06450443456289767,0.06450443456289767,0.0005144265778798426,0.0005144265778798426,0.0,0.0,0.5154644823532675,0.5154644823532675
