SF_6652_19,SF_6651_19,SF_6650_19,SF_6649_19,SF_6648_19,SF_6647_19,SF_6646_19,SF_6645_19,SF_6644_19,SF_6643_19,SF_6642_19,SF_6641_19,SF_6624_19,SF_6623_19,SF_6622_19,SF_6621_19,SF_6620_19,SF_6619_19,SF_6618_19,SF_6617_19,SF_6616_19,SF_6615_19,SF_6614_19,SF_6613_19,SF_6612_19,SF_6611_19,SF_6610_19,SF_6609_19,SF_6608_19,SF_6607_19,SF_6606_19,SF_6605_19,SF_6604_19,SF_6581_19,SF_6580_19,SF_6579_19,SF_6578_19,SF_6577_19,SF_6576_19,SF_6575_19,SF_6574_19,SF_6573_19,SF_6572_19,SF_6571_19,SF_6570_19,SF_6569_19,SF_6568_19,SF_6567_19,SF_6566_19,SF_6709_19,SF_6708_19,SF_6707_19,SF_6706_19,SF_6705_19,SF_6704_19,SF_6703_19,SF_6702_19,SF_6701_19,SF_6700_19,SF_6699_19,SF_6698_19,SF_6697_19,SF_6696_19,SF_6695_19,SF_6716_19,SF_6717_19,SF_6718_19,SF_6719_19,SF_6720_19,SF_6721_19,SF_6722_19,SF_6723_19,SF_6724_19,SF_6725_19,SF_6726_19,SF_6727_19,SF_6728_19,SF_6729_19,SF_6730_19,SF_6731_19,SF_6691_19,SF_6690_19,SF_6689_19,SF_6688_19,SF_6687_19,SF_6686_19,SF_6685_19,SF_6684_19,SF_6683_19,SF_6682_19,SF_6681_19,SF_6680_19,SF_6679_19,SF_6678_19,SF_6677_19,SF_6676_19,SF_6675_19,SF_6674_19,SF_6673_19,SF_6672_19,SF_6671_19,SF_6664_19,SF_6663_19,SF_6662_19,SF_6661_19,SF_6660_19,SF_6659_19,SF_6658_19,SF_6657_19,SF_6656_19,SF_6655_19,SF_6654_19,SF_6653_19
-1387617.2,-1389903.2,-1394584.9,-1401851.5,-1411517.6,-1423574.9,-1437973.4,-1454585.0,-1473912.9,-1496039.6,-1522759.6,-1555035.0,-1566440.0,-1594685.0,-1646166.2,-1705660.6,-1762583.2,-1818986.5,-1872767.4,-1921355.1,-1964079.6,-1999224.1,-2024578.5,-2042233.9,-2050163.4,-2048355.4,-2038780.1,-2023130.0,-2001991.4,-1976295.5,-1945641.5,-1915192.8,-1868711.4,-1836170.4,-1827197.6,-1806362.1,-1780253.0,-1744825.9,-1704591.6,-1656410.4,-1602367.8,-1545859.5,-1486176.6,-1423973.6,-1358204.1,-1300731.9,-1252229.4,-1197513.9,-1141664.6,-1104612.9,-1092462.2,-1091446.1,-1092580.0,-1091640.5,-1094131.6,-1097284.1,-1098713.9,-1098335.9,-1097854.0,-1100348.6,-1105876.2,-1107606.9,-1109809.2,-1118490.4,-1173587.0,-1231533.4,-1290783.6,-1342074.1,-1403393.9,-1474573.2,-1544877.0,-1613622.5,-1678766.4,-1736150.0,-1785607.8,-1829230.8,-1871224.6,-1910609.5,-1940411.5,-1957791.4,-1998998.0,-2052201.8,-2083520.1,-2111438.2,-2133076.8,-2148260.8,-2156564.0,-2157896.0,-2151034.5,-2135244.0,-2110353.2,-2078734.1,-2037381.4,-1988445.5,-1933305.6,-1873453.9,-1810844.8,-1747884.5,-1680175.6,-1606688.4,-1611016.9,-1567295.1,-1534902.6,-1505703.2,-1481404.8,-1460366.0,-1442308.0,-1427034.4,-1414105.1,-1403877.2,-1396007.9,-1390705.1,-1387806.9
-1324400.0,-1327519.4,-1333956.0,-1343834.4,-1356941.5,-1373199.8,-1392516.6,-1414740.0,-1440214.1,-1468972.9,-1502654.8,-1542519.5,-1562849.1,-1592947.9,-1644280.9,-1701957.8,-1757902.0,-1812051.9,-1863847.5,-1910485.0,-1951275.1,-1984819.0,-2009158.6,-2026481.6,-2034881.4,-2034937.2,-2028138.5,-2016168.4,-1999925.5,-1980196.9,-1956639.2,-1932906.0,-1899998.0,-1867198.9,-1860390.9,-1842270.8,-1819935.6,-1786443.8,-1747513.0,-1700878.1,-1648670.2,-1591417.8,-1531527.2,-1470873.8,-1406761.5,-1350384.0,-1303251.8,-1251400.1,-1194103.6,-1167851.8,-1159089.5,-1162150.1,-1167961.5,-1170834.1,-1174685.5,-1178163.5,-1179781.0,-1179411.8,-1177829.1,-1177066.5,-1177423.5,-1174234.0,-1171851.1,-1178981.5,-1229006.5,-1289870.5,-1347129.5,-1397141.0,-1457971.4,-1528431.4,-1597869.0,-1665564.2,-1729464.1,-1784977.9,-1832675.2,-1874301.0,-1914606.2,-1950145.5,-1975771.6,-1989652.9,-2029319.2,-2070026.4,-2095533.4,-2117673.2,-2134826.2,-2146529.0,-2152167.0,-2151502.8,-2143284.2,-2126785.2,-2101157.0,-2069192.4,-2028216.4,-1980000.1,-1926200.4,-1867769.2,-1807814.6,-1745975.1,-1680391.2,-1606720.6,-1609996.2,-1554928.1,-1514907.0,-1478933.2,-1448148.4,-1421086.6,-1397473.1,-1377250.1,-1360072.6,-1346291.4,-1335700.0,-1328527.4,-1324671.0
-1345959.2,-1348466.4,-1353735.9,-1361939.4,-1372900.4,-1386582.0,-1402875.9,-1421598.0,-1443196.1,-1467686.6,-1496749.1,-1531385.0,-1546305.1,-1580769.5,-1637718.5,-1700699.5,-1761929.4,-1821754.1,-1876852.2,-1926625.2,-1970092.8,-2005270.5,-2030104.9,-2046743.5,-2053110.4,-2048823.4,-2035889.4,-2016003.1,-1989794.1,-1957990.6,-1920347.8,-1882495.6,-1816538.9,-1799748.5,-1785029.0,-1760669.1,-1732345.0,-1694880.8,-1652798.1,-1602118.2,-1546841.2,-1489087.0,-1428362.8,-1365105.8,-1299318.5,-1242094.4,-1194323.0,-1141416.1,-1089480.5,-1045906.8,-1029910.25,-1027137.8,-1026587.1,-1024118.06,-1023891.06,-1024951.75,-1025648.44,-1026523.2,-1028664.0,-1033376.75,-1040117.9,-1043671.06,-1047569.8,-1060057.8,-1114587.5,-1170672.0,-1228971.9,-1279144.8,-1339448.8,-1409403.2,-1478600.8,-1546696.0,-1612192.2,-1671609.4,-1725228.4,-1770781.0,-1814757.6,-1857018.5,-1891271.2,-1912989.9,-1943660.8,-2013530.9,-2051706.2,-2086171.5,-2113202.2,-2133102.5,-2145761.0,-2150853.8,-2147314.0,-2133790.0,-2110660.2,-2080331.4,-2039559.8,-1990397.4,-1934506.4,-1873797.1,-1808278.5,-1741808.4,-1671198.9,-1593893.4,-1592428.6,-1546810.0,-1511969.4,-1480061.5,-1453005.5,-1429337.8,-1408872.9,-1391458.0,-1376684.9,-1364908.1,-1355837.6,-1349678.4,-1346290.1
-1342719.0,-1345743.2,-1351950.8,-1361475.5,-1374104.2,-1389764.0,-1408360.4,-1429738.0,-1454236.2,-1481879.2,-1514284.2,-1552428.6,-1571716.6,-1600921.9,-1651655.8,-1708610.6,-1763929.1,-1817188.6,-1868315.9,-1914211.8,-1954269.2,-1987046.2,-2010552.0,-2026877.6,-2034044.8,-2032497.4,-2023729.9,-2009335.6,-1990130.0,-1966890.9,-1939324.8,-1912709.0,-1876120.4,-1830228.4,-1827173.2,-1809299.1,-1785351.4,-1752251.1,-1713529.8,-1667242.4,-1615983.9,-1560274.0,-1501705.2,-1441428.0,-1378001.6,-1322191.2,-1274132.6,-1220212.6,-1159623.2,-1129663.5,-1123041.6,-1124687.1,-1128378.1,-1129460.1,-1133304.0,-1136900.8,-1138565.4,-1138161.0,-1136634.2,-1136746.0,-1140138.5,-1139938.2,-1138742.2,-1143139.1,-1196841.8,-1256830.4,-1314639.2,-1365714.5,-1426234.9,-1496666.5,-1566501.9,-1634668.6,-1698851.2,-1753012.4,-1800118.1,-1841592.4,-1881960.8,-1918586.0,-1944832.4,-1957080.1,-2009710.5,-2054059.9,-2081671.4,-2106586.8,-2126228.0,-2140097.8,-2147570.5,-2148415.0,-2141445.8,-2126006.2,-2101365.0,-2070354.5,-2030124.1,-1982730.6,-1929674.0,-1871912.8,-1812815.1,-1751532.8,-1686311.5,-1613953.4,-1617400.8,-1564296.4,-1526027.1,-1491308.8,-1461669.5,-1435607.9,-1412891.2,-1393448.9,-1376930.2,-1363697.9,-1353526.9,-1346649.2,-1342954.0
-1332553.2,-1335447.0,-1341432.9,-1350650.5,-1362900.9,-1378125.0,-1396230.4,-1417060.6,-1441008.1,-1468089.6,-1499912.9,-1537644.5,-1555497.8,-1589590.2,-1644995.9,-1707140.1,-1766459.9,-1824986.0,-1879602.1,-1928848.4,-1971965.5,-2007241.4,-2032523.4,-2050063.5,-2057858.1,-2055746.4,-2046127.2,-2030408.1,-2009203.9,-1983434.0,-1952623.0,-1921057.0,-1869962.2,-1851726.6,-1838774.5,-1816781.5,-1791130.8,-1754889.5,-1713360.8,-1663020.6,-1606738.9,-1547791.6,-1486090.8,-1422316.5,-1355953.2,-1298276.0,-1250951.6,-1200372.1,-1146498.1,-1103649.2,-1088218.6,-1087889.5,-1089951.5,-1090253.9,-1092687.1,-1095441.0,-1096752.9,-1096511.6,-1096307.9,-1098138.0,-1101653.8,-1102267.8,-1103384.8,-1115871.2,-1173712.9,-1231597.8,-1288356.8,-1338476.2,-1399247.2,-1470055.5,-1540004.5,-1608532.9,-1673964.6,-1733180.4,-1785711.4,-1830674.5,-1873823.4,-1913537.6,-1944211.4,-1963215.2,-1993877.1,-2051130.6,-2083998.0,-2112796.2,-2135039.5,-2150792.2,-2159757.2,-2161751.0,-2155567.0,-2140106.8,-2115387.2,-2083859.5,-2042464.1,-1993072.1,-1937389.0,-1876727.9,-1812763.0,-1748170.2,-1678449.0,-1601653.4,-1601287.9,-1551151.1,-1513328.5,-1478956.0,-1449602.8,-1423855.1,-1401477.1,-1382365.0,-1366146.5,-1353180.4,-1343225.8,-1336476.5,-1332826.5
-1355168.5,-1357909.8,-1363531.0,-1372187.4,-1383669.8,-1397935.9,-1414947.2,-1434594.8,-1457298.1,-1483197.0,-1514137.0,-1551730.6,-1569236.8,-1593097.4,-1639761.9,-1693967.6,-1745715.0,-1797240.4,-1847123.4,-1892815.6,-1933409.4,-1967338.2,-1992725.4,-2011806.9,-2022576.2,-2026324.9,-2023811.6,-2016569.0,-2005717.4,-1991783.8,-1974510.5,-1956998.8,-1932420.4,-1893768.0,-1893877.8,-1880386.9,-1862011.9,-1833336.1,-1796652.5,-1752651.9,-1702469.2,-1645519.8,-1585001.6,-1523783.4,-1461612.9,-1405860.5,-1359264.8,-1309050.6,-1252655.0,-1234242.0,-1231247.4,-1239310.0,-1246856.9,-1250555.2,-1253741.8,-1256364.5,-1257829.6,-1257949.0,-1257181.6,-1256205.8,-1254529.4,-1248568.0,-1240490.5,-1242771.6,-1288865.9,-1356207.9,-1413820.6,-1464886.5,-1527401.2,-1599412.1,-1669979.9,-1737924.6,-1800278.9,-1853011.2,-1898933.4,-1938322.5,-1974378.0,-2003288.0,-2022048.5,-2028156.1,-2074261.5,-2106138.0,-2125573.0,-2141677.5,-2153271.5,-2159877.2,-2160809.8,-2155722.8,-2143766.0,-2124025.0,-2095515.5,-2061326.5,-2018969.6,-1970226.6,-1916541.8,-1859440.1,-1800867.8,-1741620.6,-1679216.8,-1608274.4,-1617520.5,-1563156.0,-1525243.4,-1492040.1,-1464210.8,-1440052.2,-1419154.9,-1401374.5,-1386302.4,-1374271.0,-1365013.0,-1358758.8,-1355381.2
-1423232.9,-1424817.9,-1428002.9,-1433034.2,-1439743.1,-1448190.1,-1458394.9,-1470285.2,-1484501.0,-1501286.6,-1522732.0,-1550259.8,-1554773.0,-1575109.6,-1622059.2,-1678339.4,-1732754.8,-1787350.2,-1840454.8,-1889226.5,-1932464.4,-1968722.2,-1995875.6,-2015978.1,-2027026.5,-2029542.4,-2024978.5,-2015045.2,-2000606.1,-1982290.6,-1959661.0,-1936383.6,-1901161.4,-1862903.0,-1858976.1,-1841582.8,-1819065.1,-1786216.2,-1745984.6,-1698437.6,-1645140.4,-1586556.5,-1525495.2,-1463976.4,-1399503.0,-1342788.0,-1295268.5,-1243577.4,-1185685.4,-1156379.2,-1148306.8,-1152154.4,-1158066.2,-1160395.9,-1163616.1,-1166722.6,-1168307.0,-1168320.0,-1167325.4,-1167129.8,-1167790.8,-1164443.0,-1161161.1,-1168200.8,-1222200.1,-1285696.1,-1343474.2,-1394377.6,-1456114.2,-1527779.0,-1598654.0,-1667835.2,-1733139.4,-1789896.1,-1839452.4,-1882495.2,-1923482.5,-1957897.6,-1982119.8,-1993384.0,-2037743.6,-2080440.0,-2105307.2,-2126117.2,-2141204.8,-2150396.8,-2153219.2,-2149540.0,-2138354.5,-2119184.8,-2091197.2,-2056863.2,-2013864.8,-1963881.2,-1908222.9,-1848290.9,-1786256.2,-1724540.9,-1659008.4,-1588597.9,-1599988.9,-1561270.4,-1533453.9,-1509606.1,-1490757.4,-1474939.5,-1461723.9,-1450796.2,-1441618.0,-1434517.2,-1429036.2,-1425376.9,-1423330.9
-1478813.0,-1480087.6,-1482538.8,-1486445.4,-1491643.2,-1498222.9,-1506241.8,-1515654.8,-1527156.6,-1541057.9,-1559610.9,-1584214.2,-1584742.2,-1597823.1,-1639383.2,-1690303.8,-1739522.0,-1790147.0,-1839884.2,-1886239.2,-1927579.4,-1962354.9,-1988676.2,-2008504.2,-2019820.8,-2023663.1,-2020981.5,-2013454.6,-2002320.8,-1988257.1,-1970957.2,-1954359.0,-1939129.6,-1895081.5,-1901038.1,-1891819.8,-1876918.5,-1851521.1,-1819452.8,-1780010.4,-1734572.4,-1680741.6,-1623177.4,-1564345.1,-1503924.6,-1450164.0,-1403339.5,-1350440.8,-1285043.9,-1274134.1,-1276026.1,-1286006.0,-1294183.1,-1299380.1,-1304283.2,-1308149.2,-1309944.4,-1309591.8,-1307506.9,-1305110.8,-1303126.4,-1296566.0,-1287626.5,-1285835.1,-1331775.8,-1393525.1,-1451058.0,-1502297.9,-1563327.8,-1633672.6,-1702428.9,-1768306.0,-1827909.9,-1876938.2,-1918397.0,-1954015.5,-1987803.0,-2015962.2,-2033023.5,-2036462.6,-2088175.2,-2111422.2,-2128626.5,-2142994.0,-2153424.5,-2159003.5,-2158944.2,-2152861.0,-2139948.5,-2119560.0,-2090770.6,-2056176.2,-2013662.5,-1964885.4,-1910996.0,-1853666.0,-1795399.4,-1737458.9,-1676575.4,-1610808.0,-1629190.5,-1592884.0,-1568006.5,-1547204.4,-1531459.4,-1518595.2,-1508105.6,-1499616.2,-1492533.8,-1487182.8,-1483046.4,-1480330.2,-1478800.0
-1386862.8,-1388827.8,-1392841.0,-1399113.8,-1407461.5,-1417905.9,-1430436.8,-1444966.6,-1462055.5,-1481908.0,-1506494.8,-1537282.5,-1545628.6,-1568042.5,-1616000.1,-1671862.5,-1727059.8,-1781320.2,-1833729.2,-1881379.9,-1923562.5,-1958630.1,-1984566.2,-2003498.8,-2013455.1,-2015029.2,-2009733.4,-1999185.9,-1984392.1,-1966019.8,-1943757.4,-1921159.9,-1887507.0,-1850350.5,-1844535.6,-1825835.5,-1802662.6,-1768705.5,-1727833.9,-1680445.4,-1627934.4,-1570015.5,-1509856.5,-1449178.0,-1385389.5,-1329158.4,-1281768.6,-1230122.5,-1171496.9,-1147008.2,-1137521.1,-1139949.5,-1144635.6,-1145907.6,-1148344.6,-1150955.4,-1152422.9,-1152695.4,-1152309.9,-1152921.8,-1154596.1,-1152337.4,-1150556.1,-1158914.1,-1207836.4,-1272926.0,-1330542.0,-1381402.0,-1442790.6,-1513891.6,-1584192.0,-1652753.0,-1717344.0,-1773694.6,-1822344.5,-1865183.8,-1906757.6,-1941359.5,-1966089.9,-1977845.6,-2020635.2,-2062579.8,-2087143.5,-2108058.8,-2123696.0,-2133707.2,-2137534.0,-2134999.8,-2125000.2,-2106989.8,-2080103.8,-2046957.0,-2004918.5,-1955855.1,-1901164.9,-1841959.8,-1780769.9,-1718761.9,-1653428.6,-1582674.6,-1592304.2,-1549200.4,-1518122.8,-1491115.5,-1469168.1,-1450425.4,-1434503.2,-1421148.0,-1409871.9,-1401009.5,-1394171.4,-1389570.2,-1387027.8
-1383789.4,-1385541.1,-1389197.8,-1395017.5,-1402889.8,-1412855.0,-1424824.1,-1438614.0,-1454842.6,-1473699.0,-1497079.0,-1526597.4,-1533828.1,-1566793.1,-1624904.0,-1689157.1,-1753805.1,-1817127.5,-1874211.6,-1927308.8,-1974335.2,-2013067.2,-2041467.8,-2061722.9,-2071778.1,-2070933.2,-2060876.9,-2044071.1,-2021157.5,-1992673.0,-1958590.8,-1922986.1,-1854896.5,-1848945.9,-1831617.8,-1807756.4,-1781294.6,-1743177.2,-1698392.4,-1644550.1,-1583872.4,-1520643.2,-1455313.6,-1388343.9,-1319570.2,-1261320.4,-1215198.1,-1169638.9,-1125876.1,-1070706.9,-1043612.94,-1040609.6,-1040778.2,-1040040.8,-1039296.25,-1039351.25,-1039745.9,-1041030.56,-1043150.25,-1047182.56,-1050717.8,-1052894.2,-1056123.8,-1079152.0,-1152050.4,-1201155.2,-1254595.5,-1304418.6,-1364736.2,-1436499.0,-1507845.8,-1578121.6,-1646089.2,-1709035.2,-1767669.4,-1814726.2,-1859688.2,-1900521.0,-1932507.1,-1950430.8,-1975671.1,-2045957.0,-2082046.1,-2113414.8,-2136870.0,-2153109.2,-2162313.8,-2164224.2,-2157769.2,-2141448.2,-2115789.0,-2083063.5,-2039856.0,-1988046.5,-1929761.0,-1866875.9,-1798367.9,-1729906.1,-1657804.2,-1578709.5,-1579311.5,-1541776.5,-1511974.6,-1485510.5,-1463896.8,-1445455.4,-1429876.1,-1416871.2,-1405940.4,-1397421.6,-1390884.0,-1386485.1,-1384018.0
-1447605.0,-1449290.1,-1452658.4,-1457955.2,-1465011.8,-1473885.2,-1484604.8,-1497096.1,-1511992.2,-1529539.4,-1551864.4,-1580455.5,-1586448.1,-1604104.4,-1648916.1,-1702297.5,-1753137.6,-1805595.8,-1856496.6,-1903910.1,-1946001.8,-1981469.0,-2008222.1,-2028367.0,-2039953.8,-2043835.0,-2041257.2,-2033854.2,-2022679.0,-2008489.1,-1991044.4,-1973796.2,-1953773.6,-1920735.8,-1919170.1,-1905773.9,-1887622.0,-1858661.0,-1823550.1,-1780448.0,-1731089.2,-1674469.5,-1614578.1,-1553730.9,-1490524.0,-1433587.5,-1385851.9,-1332601.8,-1274308.5,-1256723.2,-1251874.2,-1257734.1,-1265066.2,-1269135.0,-1273079.6,-1276400.2,-1278046.0,-1277802.9,-1276295.1,-1274868.0,-1273305.0,-1268355.6,-1262553.9,-1266333.1,-1313006.1,-1376752.2,-1436276.5,-1487696.8,-1550444.0,-1622619.4,-1692901.1,-1760250.1,-1822521.1,-1874214.5,-1918840.4,-1956982.0,-1993168.6,-2023380.0,-2043114.2,-2051295.0,-2092321.6,-2120701.2,-2139696.0,-2155427.5,-2166781.2,-2173074.2,-2173613.0,-2168056.0,-2155500.5,-2135324.5,-2106460.0,-2071799.2,-2028890.9,-1979538.9,-1924921.6,-1866931.0,-1807358.5,-1748653.1,-1685935.2,-1616930.2,-1631883.2,-1590369.5,-1561493.9,-1536915.4,-1517453.9,-1501126.5,-1487452.2,-1476130.0,-1466620.5,-1459249.0,-1453567.6,-1449780.5,-1447682.0
-1464241.4,-1465441.0,-1467797.1,-1471588.6,-1476647.6,-1483065.4,-1490906.0,-1500135.9,-1511453.5,-1525201.1,-1543653.2,-1568376.6,-1568850.1,-1581299.4,-1622354.2,-1673183.8,-1722552.5,-1772907.6,-1822588.4,-1868705.9,-1909936.5,-1944656.2,-1970996.9,-1990971.0,-2002553.1,-2006900.1,-2004963.0,-1998270.0,-1988166.8,-1975255.9,-1959283.0,-1943791.1,-1927419.4,-1885592.5,-1889921.0,-1879192.2,-1863219.4,-1836707.0,-1802387.4,-1761646.6,-1715062.4,-1661429.4,-1603757.1,-1544842.4,-1484590.1,-1431118.9,-1384464.5,-1332769.6,-1264551.9,-1258625.5,-1260291.8,-1269707.0,-1277007.4,-1281199.6,-1285030.2,-1288237.9,-1289923.2,-1290015.5,-1288854.6,-1287558.5,-1286365.2,-1280587.5,-1272349.6,-1271185.1,-1313151.9,-1379990.5,-1437697.0,-1489321.1,-1550657.4,-1621182.6,-1690110.0,-1756122.6,-1815426.8,-1864922.4,-1908155.1,-1945773.0,-1980941.0,-2008825.6,-2026027.5,-2029416.2,-2079384.4,-2103201.2,-2119605.5,-2133111.8,-2142678.2,-2147477.0,-2146735.5,-2140083.5,-2126744.5,-2105965.8,-2076934.0,-2042136.2,-1999487.4,-1950640.4,-1896778.9,-1839249.5,-1781096.9,-1722571.6,-1661750.4,-1596226.0,-1615009.6,-1578080.5,-1552962.6,-1532211.8,-1516564.9,-1503814.5,-1493431.8,-1485032.2,-1478016.5,-1472704.5,-1468578.8,-1465849.2,-1464283.6
-1444195.5,-1445441.5,-1447915.4,-1451891.4,-1457213.9,-1463976.5,-1472223.5,-1481897.1,-1493716.9,-1507975.1,-1526853.9,-1551926.9,-1553090.1,-1571808.0,-1618893.0,-1675520.8,-1730295.2,-1785831.1,-1839791.5,-1889532.5,-1933792.6,-1970989.6,-1999016.4,-2019896.2,-2031663.4,-2034716.9,-2030695.1,-2021387.2,-2007652.0,-1990201.9,-1968671.9,-1946291.4,-1910990.1,-1878632.1,-1871793.2,-1853240.2,-1830470.1,-1796462.1,-1755356.9,-1706917.5,-1652780.6,-1593482.4,-1531688.0,-1469299.6,-1403531.1,-1345859.4,-1298257.4,-1246572.9,-1193296.8,-1162753.0,-1150537.4,-1152713.9,-1157500.2,-1159341.1,-1161737.6,-1164213.0,-1165624.4,-1165806.6,-1165408.6,-1165947.6,-1167013.2,-1164523.4,-1163042.8,-1173589.8,-1227037.4,-1291178.1,-1348552.0,-1399456.1,-1461903.6,-1534239.2,-1605669.5,-1675336.2,-1741052.4,-1799102.6,-1848935.2,-1892068.0,-1933468.0,-1968006.1,-1992521.8,-2004604.0,-2044222.4,-2087050.6,-2111284.2,-2131386.0,-2145792.0,-2154326.2,-2156541.2,-2152333.5,-2140639.5,-2120998.8,-2092654.5,-2057897.8,-2014452.4,-1963903.9,-1907490.0,-1847038.1,-1783760.1,-1721649.0,-1655809.8,-1585116.1,-1598089.9,-1562851.8,-1537482.5,-1516160.1,-1499798.4,-1486342.8,-1475320.6,-1466363.2,-1458886.9,-1453213.4,-1448827.9,-1445921.8,-1444262.1
-1400565.5,-1402848.1,-1407465.0,-1414612.0,-1424099.2,-1435927.4,-1450075.8,-1466440.5,-1485529.9,-1507503.9,-1534296.1,-1567234.6,-1578300.2,-1600117.9,-1646142.8,-1700575.5,-1752610.5,-1804826.0,-1855421.8,-1901686.4,-1942501.9,-1976513.1,-2001670.5,-2020089.6,-2029843.8,-2031670.2,-2027012.4,-2017449.6,-2004089.4,-1987792.5,-1968289.6,-1949236.2,-1928920.6,-1894021.8,-1891846.2,-1877839.0,-1859407.9,-1829822.8,-1795202.1,-1752797.5,-1704468.1,-1649336.6,-1591004.4,-1531592.4,-1469666.4,-1414059.5,-1366856.4,-1314072.4,-1251781.2,-1237113.5,-1233284.0,-1239135.2,-1246608.8,-1250909.2,-1255722.1,-1259695.4,-1261477.1,-1260952.2,-1258766.8,-1256691.1,-1255356.0,-1250732.2,-1245191.9,-1248031.4,-1292733.0,-1353662.0,-1411695.6,-1462272.5,-1523246.8,-1593550.9,-1662271.9,-1728459.9,-1790080.8,-1841066.0,-1884846.4,-1922681.5,-1959086.1,-1990884.8,-2012391.8,-2022544.1,-2065420.8,-2094137.8,-2114559.8,-2132093.0,-2145526.2,-2154017.2,-2156803.8,-2153522.0,-2143089.8,-2124916.2,-2097826.2,-2064867.0,-2023239.0,-1974983.8,-1921430.1,-1863957.8,-1805175.2,-1745805.4,-1683015.9,-1613316.1,-1624217.2,-1577746.8,-1544573.5,-1515519.2,-1491611.5,-1471057.8,-1453465.9,-1438634.4,-1426101.1,-1416202.0,-1408586.6,-1403472.4,-1400695.5
-1345526.5,-1348703.4,-1355216.4,-1365189.6,-1378405.5,-1394783.4,-1414242.1,-1436633.1,-1462283.8,-1491229.9,-1525143.8,-1565198.0,-1586845.9,-1615132.5,-1663790.2,-1719536.0,-1771923.1,-1824091.5,-1874042.8,-1919722.9,-1959919.4,-1993282.5,-2017887.5,-2035906.6,-2045315.2,-2047179.1,-2042182.6,-2032074.5,-2017632.9,-1999406.5,-1977056.6,-1955022.8,-1925019.6,-1879773.4,-1880845.6,-1866975.6,-1846616.8,-1816963.0,-1780208.1,-1735481.0,-1684482.5,-1626847.4,-1566012.6,-1504426.6,-1441220.5,-1384793.6,-1337153.9,-1284790.8,-1221687.8,-1195764.8,-1193274.0,-1200391.1,-1207772.5,-1211418.8,-1215372.0,-1218793.8,-1220490.1,-1220368.5,-1218942.6,-1217671.8,-1216723.9,-1211812.6,-1204968.2,-1206604.8,-1262908.5,-1326596.8,-1385042.8,-1436494.1,-1498711.0,-1570778.2,-1641772.6,-1710455.5,-1774276.1,-1827724.0,-1874809.0,-1915082.9,-1952445.9,-1984452.0,-2005708.9,-2013021.8,-2065895.8,-2103133.0,-2126359.0,-2146397.5,-2161364.8,-2170878.8,-2174310.2,-2171340.8,-2161114.5,-2142850.5,-2115483.2,-2082215.8,-2040551.1,-1992296.5,-1938913.9,-1882089.9,-1823495.6,-1764556.2,-1700890.6,-1628738.8,-1634053.6,-1576835.4,-1536501.8,-1500320.0,-1469423.5,-1442299.4,-1418632.6,-1398369.1,-1381161.5,-1367358.8,-1356758.2,-1349600.1,-1345763.5
-1467367.0,-1468618.4,-1471071.8,-1475002.8,-1480245.0,-1486885.2,-1494975.2,-1504466.6,-1516044.0,-1530011.0,-1548588.9,-1573133.8,-1573464.8,-1587502.2,-1629583.8,-1681240.4,-1731463.5,-1782473.9,-1832702.9,-1879161.1,-1920426.4,-1955014.9,-1981032.1,-2000413.6,-2011119.4,-2014032.4,-2010287.5,-2001532.2,-1988976.6,-1973331.2,-1954353.1,-1936279.1,-1917342.8,-1871638.5,-1874797.4,-1862488.6,-1844558.2,-1816420.8,-1781280.8,-1740019.6,-1693354.4,-1638876.8,-1581513.9,-1522882.9,-1462471.1,-1407977.4,-1360516.9,-1307032.2,-1239325.1,-1226718.4,-1225734.6,-1232511.0,-1238597.5,-1242103.8,-1246116.6,-1249544.2,-1251296.6,-1251264.5,-1249931.0,-1248870.6,-1248961.2,-1245626.2,-1239753.5,-1240496.1,-1287253.9,-1351128.0,-1409148.2,-1460908.9,-1522096.1,-1592625.0,-1661854.4,-1728408.4,-1789075.6,-1839212.2,-1882367.2,-1920209.9,-1956892.8,-1987362.0,-2007071.2,-2012820.2,-2065662.4,-2092606.8,-2111360.5,-2127456.0,-2139379.0,-2146276.2,-2147391.5,-2142380.0,-2130377.2,-2110891.2,-2082855.8,-2048821.1,-2006723.6,-1958167.5,-1904359.4,-1846615.5,-1788137.6,-1729117.5,-1667543.9,-1601484.1,-1618746.0,-1582802.6,-1557949.2,-1537057.0,-1521169.5,-1508134.2,-1497469.8,-1488812.0,-1481573.1,-1476081.0,-1471823.4,-1469007.9,-1467403.2
