SF_6652_19,SF_6651_19,SF_6650_19,SF_6649_19,SF_6648_19,SF_6647_19,SF_6646_19,SF_6645_19,SF_6644_19,SF_6643_19,SF_6642_19,SF_6641_19,SF_6624_19,SF_6623_19,SF_6622_19,SF_6621_19,SF_6620_19,SF_6619_19,SF_6618_19,SF_6617_19,SF_6616_19,SF_6615_19,SF_6614_19,SF_6613_19,SF_6612_19,SF_6611_19,SF_6610_19,SF_6609_19,SF_6608_19,SF_6607_19,SF_6606_19,SF_6605_19,SF_6604_19,SF_6581_19,SF_6580_19,SF_6579_19,SF_6578_19,SF_6577_19,SF_6576_19,SF_6575_19,SF_6574_19,SF_6573_19,SF_6572_19,SF_6571_19,SF_6570_19,SF_6569_19,SF_6568_19,SF_6567_19,SF_6566_19,SF_6709_19,SF_6708_19,SF_6707_19,SF_6706_19,SF_6705_19,SF_6704_19,SF_6703_19,SF_6702_19,SF_6701_19,SF_6700_19,SF_6699_19,SF_6698_19,SF_6697_19,SF_6696_19,SF_6695_19,SF_6716_19,SF_6717_19,SF_6718_19,SF_6719_19,SF_6720_19,SF_6721_19,SF_6722_19,SF_6723_19,SF_6724_19,SF_6725_19,SF_6726_19,SF_6727_19,SF_6728_19,SF_6729_19,SF_6730_19,SF_6731_19,SF_6691_19,SF_6690_19,SF_6689_19,SF_6688_19,SF_6687_19,SF_6686_19,SF_6685_19,SF_6684_19,SF_6683_19,SF_6682_19,SF_6681_19,SF_6680_19,SF_6679_19,SF_6678_19,SF_6677_19,SF_6676_19,SF_6675_19,SF_6674_19,SF_6673_19,SF_6672_19,SF_6671_19,SF_6664_19,SF_6663_19,SF_6662_19,SF_6661_19,SF_6660_19,SF_6659_19,SF_6658_19,SF_6657_19,SF_6656_19,SF_6655_19,SF_6654_19,SF_6653_19
-1354150.9,-1356559.6,-1361552.5,-1369302.0,-1379615.6,-1392470.6,-1407805.1,-1425486.4,-1445990.5,-1469383.1,-1497421.2,-1531277.0,-1544341.8,-1574433.0,-1628034.0,-1688430.1,-1747298.0,-1805188.8,-1859377.5,-1908246.8,-1951172.8,-1986364.4,-2011653.4,-2029192.0,-2036989.6,-2034981.1,-2025288.4,-2009520.9,-1988332.4,-1962585.2,-1931774.8,-1900411.2,-1850138.8,-1822624.0,-1812365.4,-1790893.1,-1764910.6,-1728475.6,-1686876.2,-1637223.5,-1581949.4,-1524086.9,-1463570.1,-1401136.4,-1336211.6,-1279799.4,-1232613.2,-1180919.6,-1125261.6,-1086652.5,-1073577.6,-1074439.6,-1076652.9,-1076690.2,-1079151.8,-1082106.1,-1083505.8,-1083296.4,-1082964.2,-1084866.8,-1088933.4,-1089531.1,-1090037.8,-1100208.1,-1155289.0,-1213472.1,-1270386.9,-1320070.5,-1380099.4,-1449992.1,-1519366.0,-1587745.2,-1653177.6,-1712249.5,-1764030.0,-1809362.9,-1853147.5,-1892881.6,-1923237.5,-1940952.9,-1977671.5,-2034827.5,-2067461.9,-2096078.4,-2118176.2,-2133769.0,-2142522.0,-2144289.8,-2137921.8,-2122414.8,-2097761.0,-2066390.2,-2025010.9,-1975869.9,-1920492.1,-1860168.9,-1796326.9,-1731682.6,-1662726.1,-1587974.6,-1590356.6,-1544912.0,-1510897.6,-1480264.4,-1454568.4,-1432223.5,-1412972.4,-1396632.2,-1382780.4,-1371770.9,-1363291.0,-1357551.9,-1354406.4
-1416001.6,-1417801.6,-1421457.2,-1427198.1,-1434853.6,-1444462.0,-1456014.9,-1469415.6,-1485262.6,-1503734.5,-1526801.5,-1555623.2,-1562061.4,-1585945.1,-1635170.0,-1693232.9,-1749024.8,-1804943.2,-1858796.5,-1907945.2,-1951382.1,-1987520.2,-2014180.5,-2033385.8,-2043114.9,-2043459.2,-2036464.5,-2023607.8,-2005663.8,-1983471.6,-1956524.6,-1929149.6,-1887961.5,-1855515.5,-1849117.1,-1830477.2,-1806640.4,-1772694.6,-1732829.4,-1684523.5,-1630589.8,-1572849.0,-1512626.9,-1451097.1,-1386066.8,-1329331.0,-1281765.0,-1229143.8,-1171164.9,-1137580.1,-1128255.6,-1130956.9,-1135858.6,-1138020.2,-1142171.6,-1145994.9,-1147652.2,-1147045.0,-1145370.4,-1145174.4,-1147065.8,-1145289.5,-1143614.2,-1150735.5,-1205874.2,-1264964.2,-1322680.6,-1373049.4,-1433887.8,-1504674.5,-1574733.1,-1643325.9,-1708408.1,-1765648.0,-1815459.6,-1859161.4,-1900939.6,-1938266.1,-1965416.6,-1980031.2,-2021869.2,-2069629.1,-2098047.0,-2122494.0,-2140848.5,-2152966.5,-2158420.0,-2157132.8,-2147932.0,-2130282.2,-2103698.2,-2070490.8,-2028146.6,-1978421.9,-1922627.1,-1862424.4,-1799567.2,-1737247.2,-1670426.5,-1598525.6,-1606948.8,-1567528.4,-1538441.8,-1512855.6,-1492197.9,-1474644.0,-1459826.8,-1447466.0,-1437053.1,-1428927.5,-1422665.8,-1418468.0,-1416138.8
-1304001.2,-1306830.2,-1312815.6,-1322103.5,-1334515.4,-1349981.9,-1368359.4,-1389447.5,-1413641.9,-1440963.6,-1472996.6,-1511074.0,-1530015.1,-1569578.2,-1630462.2,-1695693.9,-1760265.8,-1822532.8,-1878661.0,-1929804.0,-1974530.2,-2010909.9,-2036886.0,-2054719.8,-2062438.9,-2059528.9,-2047965.8,-2029652.9,-2005034.2,-1974678.8,-1938308.8,-1900510.6,-1829753.6,-1811842.5,-1794913.5,-1769068.9,-1740132.8,-1700985.4,-1655821.1,-1602255.0,-1542523.5,-1480002.0,-1415419.9,-1349307.4,-1281528.1,-1223497.5,-1176485.4,-1129520.9,-1081136.2,-1027703.06,-1003714.06,-1000780.94,-1000114.5,-998054.7,-996343.5,-995669.9,-995965.6,-997927.8,-1001261.7,-1006517.94,-1011600.75,-1014423.44,-1018024.06,-1039078.94,-1106257.1,-1161926.8,-1216466.4,-1266271.2,-1326618.0,-1397734.0,-1468769.5,-1539155.8,-1607359.6,-1670201.9,-1728387.0,-1775738.2,-1821306.6,-1863368.8,-1897079.2,-1916362.5,-1950034.1,-2024016.2,-2062666.4,-2096701.2,-2122798.8,-2141626.2,-2153280.0,-2157507.8,-2153198.0,-2138767.8,-2114722.2,-2083309.5,-2041744.4,-1991345.2,-1934085.5,-1872347.1,-1804332.4,-1735484.4,-1663101.5,-1582055.0,-1576765.1,-1527410.6,-1489167.9,-1454231.5,-1424249.9,-1397887.8,-1374964.5,-1355379.6,-1338757.8,-1325444.5,-1315198.2,-1308220.5,-1304398.0
-1416372.0,-1417736.1,-1420489.2,-1424889.2,-1430770.5,-1438207.1,-1447225.2,-1457764.1,-1470511.9,-1485744.5,-1505592.6,-1531647.4,-1533429.9,-1553841.6,-1601995.1,-1658930.8,-1715232.2,-1771629.5,-1825479.2,-1874915.4,-1918772.6,-1955426.4,-1982762.5,-2002819.2,-2013608.6,-2015399.8,-2010133.5,-1999381.1,-1984195.0,-1965291.9,-1942181.9,-1917992.5,-1881258.0,-1849708.1,-1842865.6,-1824266.1,-1801965.5,-1767840.1,-1726984.0,-1678692.1,-1624834.8,-1566491.0,-1505741.0,-1444438.1,-1380225.5,-1324205.9,-1277481.8,-1226998.6,-1171904.0,-1142331.2,-1131734.8,-1135359.4,-1140700.2,-1143010.0,-1146440.1,-1149600.2,-1151168.5,-1151016.0,-1149929.4,-1149652.0,-1150470.0,-1147594.6,-1144915.5,-1153825.0,-1204852.5,-1266728.4,-1322629.8,-1372297.0,-1432766.5,-1502999.1,-1572643.4,-1641070.0,-1706179.1,-1763987.0,-1813923.6,-1857410.8,-1899677.0,-1934949.4,-1960348.6,-1973364.0,-2011394.0,-2056474.5,-2082621.0,-2104364.2,-2120362.5,-2130436.0,-2134136.8,-2131395.2,-2121032.5,-2102576.2,-2075440.6,-2041737.8,-1999090.9,-1949062.4,-1892973.1,-1832640.2,-1768902.8,-1705525.2,-1639253.8,-1568372.8,-1579469.5,-1543733.8,-1517336.2,-1494918.5,-1477456.8,-1462944.1,-1450947.5,-1441105.2,-1432853.8,-1426520.8,-1421619.2,-1418346.8,-1416483.8
-1407756.0,-1409407.2,-1412807.2,-1418199.4,-1425442.8,-1434592.9,-1445617.4,-1458378.9,-1473512.4,-1491182.8,-1513339.4,-1541280.6,-1546458.5,-1574422.9,-1627967.4,-1689629.5,-1749341.9,-1809565.0,-1865483.0,-1916655.0,-1961819.5,-1998993.2,-2025957.2,-2044854.5,-2053713.6,-2052117.5,-2042098.9,-2025676.0,-2003410.1,-1976135.8,-1943571.8,-1910163.4,-1853588.1,-1839864.0,-1825325.6,-1802245.5,-1775928.1,-1738578.6,-1696354.2,-1645414.8,-1588851.6,-1529677.1,-1467922.5,-1403941.9,-1337408.6,-1279626.2,-1232160.0,-1182002.5,-1129277.2,-1085522.0,-1067756.1,-1066046.2,-1066653.2,-1065971.6,-1066768.1,-1068427.8,-1069447.1,-1069911.1,-1071235.6,-1074447.0,-1079309.5,-1081270.4,-1083878.5,-1098614.2,-1156113.8,-1213507.0,-1270486.9,-1320820.9,-1381618.1,-1452435.9,-1522445.1,-1591121.9,-1656841.2,-1716378.4,-1770423.8,-1816209.1,-1860394.4,-1901019.0,-1932989.1,-1952530.0,-1979149.1,-2041152.8,-2075339.8,-2105254.0,-2128061.2,-2144002.2,-2152944.5,-2154675.2,-2148128.0,-2132200.5,-2107122.8,-2074908.4,-2032583.2,-1982111.9,-1924965.8,-1863767.2,-1797334.4,-1731629.0,-1662038.1,-1586869.1,-1590999.8,-1554737.5,-1526579.0,-1501662.4,-1481545.9,-1464471.0,-1450113.9,-1438170.2,-1428117.2,-1420295.8,-1414266.8,-1410215.4,-1407937.9
-1391384.2,-1393547.8,-1397937.9,-1404753.8,-1413799.0,-1425074.4,-1438553.2,-1454135.2,-1472316.0,-1493265.4,-1518876.4,-1550372.9,-1560351.6,-1581475.6,-1627849.0,-1681626.8,-1734856.9,-1786756.2,-1837067.4,-1882706.9,-1922817.9,-1956030.4,-1980321.8,-1997705.6,-2006222.4,-2006524.0,-2000018.1,-1988149.5,-1972074.4,-1952485.2,-1928994.0,-1906248.9,-1878927.4,-1830272.4,-1833984.0,-1821063.1,-1802390.4,-1773350.2,-1737529.9,-1694955.5,-1646806.1,-1592149.9,-1534813.8,-1476488.0,-1416677.5,-1363148.1,-1317002.9,-1265117.9,-1202186.6,-1180803.8,-1180349.6,-1187674.8,-1194737.6,-1198959.8,-1204110.6,-1208168.0,-1209946.4,-1209434.8,-1207157.8,-1204858.1,-1204419.1,-1200612.2,-1193910.8,-1193497.5,-1242763.1,-1302721.8,-1358055.0,-1408208.1,-1467247.8,-1535893.9,-1603985.4,-1670262.4,-1732304.1,-1783494.2,-1828321.1,-1867320.6,-1905042.0,-1937302.1,-1958765.1,-1965322.0,-2020008.0,-2056466.9,-2080178.5,-2100888.2,-2116891.5,-2127526.5,-2132092.2,-2130305.2,-2121116.8,-2104017.0,-2078019.4,-2045887.2,-2005018.1,-1957366.2,-1904312.5,-1846694.5,-1788179.4,-1727657.4,-1664533.9,-1595791.1,-1606312.6,-1561452.0,-1529669.2,-1501716.0,-1478789.2,-1459072.0,-1442206.5,-1427993.4,-1415966.5,-1406472.2,-1399149.6,-1394224.2,-1391529.8
-1397384.4,-1399009.4,-1402390.5,-1407764.1,-1414976.0,-1424075.6,-1435034.9,-1447728.5,-1462775.5,-1480328.0,-1502343.9,-1530035.8,-1535283.6,-1562644.0,-1615897.9,-1676569.6,-1736464.8,-1796093.8,-1851537.9,-1902048.4,-1946637.0,-1983329.9,-2009867.6,-2028337.2,-2036766.4,-2034803.1,-2024551.0,-2007829.4,-1985114.1,-1957289.8,-1923835.9,-1889599.9,-1830912.9,-1805173.6,-1793484.8,-1770388.8,-1742775.4,-1704935.8,-1662105.9,-1611212.0,-1554832.0,-1496243.4,-1434940.2,-1371734.2,-1306483.1,-1249944.6,-1202765.4,-1151255.5,-1097017.4,-1053971.9,-1038977.8,-1038722.75,-1039630.9,-1038357.4,-1039302.4,-1041153.0,-1042240.0,-1042708.06,-1043960.6,-1047307.25,-1052782.4,-1054750.1,-1056087.0,-1068186.5,-1125364.9,-1183516.4,-1240458.5,-1290204.0,-1350225.0,-1420165.9,-1489851.0,-1558832.4,-1625181.9,-1685409.9,-1739566.5,-1786298.5,-1831457.8,-1872532.5,-1904431.5,-1922900.9,-1959162.2,-2023872.8,-2059017.9,-2089798.6,-2113287.2,-2129776.2,-2139117.5,-2141162.2,-2134890.2,-2119255.5,-2094481.5,-2062471.0,-2020459.5,-1970356.8,-1913645.0,-1852841.1,-1786749.9,-1720762.2,-1651335.4,-1576920.8,-1581124.5,-1544432.5,-1516418.5,-1491547.8,-1471468.8,-1454396.2,-1440030.9,-1428062.6,-1417973.1,-1410105.2,-1404024.5,-1399923.5,-1397601.9
-1310204.9,-1313442.2,-1320173.9,-1330510.2,-1344236.6,-1361256.6,-1381449.1,-1404637.1,-1431139.1,-1460908.8,-1495461.5,-1535817.9,-1557665.2,-1592756.6,-1648313.6,-1709433.1,-1768569.6,-1825517.5,-1878915.1,-1926649.5,-1968143.5,-2001823.1,-2025603.9,-2041718.0,-2048190.9,-2045065.0,-2034314.6,-2017593.4,-1995473.2,-1968875.5,-1937384.5,-1905827.4,-1856805.4,-1829448.5,-1818166.9,-1796148.6,-1769771.8,-1733371.5,-1692587.0,-1643584.9,-1588946.5,-1531770.9,-1471590.8,-1409127.5,-1343727.9,-1286695.1,-1238981.0,-1186177.8,-1131019.6,-1092721.2,-1079191.6,-1078617.9,-1080001.1,-1079396.8,-1081546.6,-1084420.9,-1085777.9,-1085550.6,-1085352.9,-1087717.1,-1092511.6,-1093944.5,-1095863.0,-1106036.6,-1160604.2,-1218339.5,-1276186.8,-1326435.0,-1387013.2,-1457348.2,-1526880.2,-1595061.2,-1660008.6,-1718230.1,-1768697.8,-1812975.0,-1855802.9,-1895820.8,-1926795.8,-1945812.2,-1981763.1,-2037869.0,-2070713.6,-2100088.5,-2123239.2,-2140050.2,-2150116.2,-2153235.8,-2148171.2,-2133841.5,-2110209.5,-2079743.6,-2039491.4,-1991279.6,-1936807.4,-1877107.6,-1814978.2,-1750790.0,-1681907.5,-1605651.4,-1604001.5,-1549700.6,-1509279.6,-1472251.1,-1440259.6,-1411981.5,-1387236.9,-1365985.9,-1347909.9,-1333376.8,-1322206.1,-1314623.4,-1310535.8
-1367686.0,-1370640.9,-1376659.9,-1385886.6,-1398106.5,-1413258.2,-1431282.1,-1452050.9,-1475933.6,-1503019.9,-1535074.2,-1573354.0,-1591980.6,-1616101.5,-1661856.8,-1715141.9,-1765407.0,-1815752.6,-1864237.0,-1908647.8,-1947850.2,-1980457.1,-2004553.6,-2022275.0,-2031648.0,-2033880.0,-2029751.4,-2020834.8,-2008321.0,-1992855.2,-1974094.1,-1956025.0,-1938589.1,-1894030.9,-1900000.6,-1891014.6,-1876263.0,-1851157.5,-1820021.2,-1780624.1,-1734809.5,-1680628.0,-1622393.6,-1563151.2,-1502580.0,-1448904.6,-1402452.8,-1350409.4,-1287179.6,-1273215.2,-1276046.5,-1287320.2,-1296545.4,-1302355.4,-1307611.1,-1311633.5,-1313415.0,-1312877.4,-1310432.6,-1307339.4,-1304390.8,-1296335.1,-1285865.8,-1282804.1,-1330109.1,-1390805.4,-1447555.4,-1498061.9,-1558641.1,-1628607.8,-1697020.1,-1762701.0,-1822512.8,-1871664.9,-1913195.6,-1948331.1,-1980793.2,-2009105.4,-2026474.4,-2030541.5,-2082215.1,-2107640.5,-2126518.2,-2142718.5,-2155113.2,-2162808.2,-2164966.5,-2161130.8,-2150406.5,-2131964.8,-2104689.2,-2071721.5,-2030660.0,-1983233.6,-1930902.8,-1875325.9,-1818308.4,-1760933.8,-1699508.2,-1629953.2,-1639065.2,-1583917.4,-1545374.2,-1511141.6,-1482219.2,-1456968.2,-1435035.5,-1416320.1,-1400439.9,-1387740.5,-1377980.4,-1371396.1,-1367869.6
-1432686.6,-1433984.9,-1436610.0,-1440823.5,-1446454.5,-1453572.1,-1462190.4,-1472238.0,-1484375.2,-1498851.9,-1517746.8,-1542246.8,-1543185.5,-1562230.5,-1609334.0,-1664860.5,-1720271.2,-1774867.0,-1827297.0,-1875004.0,-1917162.4,-1951873.5,-1977257.5,-1995175.0,-2003573.1,-2002502.8,-1994098.2,-1979755.2,-1960556.9,-1937387.4,-1909835.8,-1882790.0,-1844900.5,-1801975.5,-1798970.1,-1781354.1,-1758834.5,-1725687.4,-1686835.2,-1640876.8,-1589704.6,-1535053.0,-1477994.8,-1419294.9,-1357325.8,-1302990.0,-1255868.1,-1202589.9,-1140292.2,-1115326.8,-1108952.2,-1111013.4,-1114549.2,-1115774.0,-1120164.1,-1123975.6,-1125648.1,-1125039.2,-1123382.2,-1123246.5,-1127124.1,-1127175.8,-1126070.1,-1130333.8,-1178566.0,-1238208.0,-1294666.5,-1345131.0,-1404085.9,-1472788.4,-1541120.5,-1608102.2,-1671528.0,-1726005.8,-1773354.4,-1815653.2,-1857240.8,-1893817.5,-1920210.4,-1932584.6,-1982590.5,-2028572.8,-2056428.6,-2081010.5,-2100066.2,-2113132.8,-2119653.8,-2119512.2,-2111499.8,-2095226.0,-2070240.5,-2038372.9,-1997374.5,-1948952.8,-1894442.0,-1835318.5,-1773327.1,-1711038.5,-1645687.2,-1576906.4,-1588736.0,-1554733.0,-1529799.9,-1508228.9,-1491469.0,-1477515.2,-1465986.1,-1456532.5,-1448590.4,-1442503.1,-1437777.5,-1434619.0,-1432805.2
-1419938.4,-1421144.1,-1423608.4,-1427595.8,-1432940.1,-1439720.0,-1447962.1,-1457607.0,-1469357.9,-1483491.5,-1502144.9,-1526831.4,-1526966.9,-1546732.1,-1594968.2,-1651531.2,-1708296.4,-1764808.5,-1818318.0,-1867264.9,-1910658.5,-1946595.5,-1973126.1,-1992222.4,-2001897.2,-2002245.9,-1995514.2,-1983172.0,-1966394.0,-1946048.4,-1921708.5,-1896704.8,-1859739.5,-1831336.0,-1822737.0,-1803304.6,-1780312.8,-1745089.0,-1703956.4,-1655975.6,-1603190.8,-1546467.9,-1487455.6,-1427323.1,-1364062.2,-1308743.1,-1262029.8,-1210959.8,-1152910.2,-1127740.0,-1116771.9,-1118871.9,-1122767.2,-1123971.8,-1127274.8,-1130526.1,-1132119.2,-1131964.2,-1131067.9,-1131564.2,-1134029.4,-1132829.1,-1131982.2,-1141177.0,-1187821.2,-1248653.0,-1305172.0,-1354858.6,-1414534.1,-1483731.2,-1552289.9,-1619632.6,-1683655.6,-1740550.8,-1789408.6,-1832812.4,-1876224.6,-1912878.0,-1939837.8,-1954417.6,-1990312.2,-2035301.1,-2062002.6,-2084713.5,-2101957.8,-2113374.5,-2118464.0,-2117107.0,-2108115.2,-2090916.9,-2065106.8,-2032523.9,-1990669.2,-1941295.1,-1885793.4,-1826040.0,-1762237.9,-1698848.4,-1632511.5,-1562444.1,-1573902.2,-1540298.1,-1515071.9,-1493646.1,-1477111.9,-1463434.2,-1452202.9,-1443031.1,-1435343.2,-1429470.4,-1424908.2,-1421854.0,-1420081.1
-1302372.1,-1305597.6,-1312263.9,-1322483.8,-1336036.8,-1352834.4,-1372781.4,-1395729.5,-1422003.1,-1451646.0,-1486280.2,-1527354.6,-1549071.1,-1579267.0,-1630939.9,-1688121.1,-1744626.0,-1798757.9,-1850339.2,-1896806.5,-1937477.2,-1970977.6,-1995389.4,-2012959.8,-2021753.2,-2022523.0,-2016610.9,-2005624.0,-1990558.0,-1972058.5,-1949751.2,-1926830.0,-1893442.5,-1858096.8,-1852062.9,-1834075.5,-1812211.2,-1779018.1,-1739453.8,-1692363.0,-1639664.6,-1581464.2,-1520752.0,-1459848.9,-1395887.2,-1339737.1,-1292884.4,-1242349.9,-1186682.2,-1159942.2,-1151087.9,-1155081.1,-1161263.8,-1163946.1,-1167156.5,-1170125.6,-1171642.4,-1171578.5,-1170485.5,-1169941.6,-1169917.8,-1165947.6,-1162415.6,-1169920.1,-1219471.0,-1282749.0,-1339180.0,-1389091.5,-1450016.8,-1520633.2,-1590373.0,-1658506.9,-1722957.1,-1779424.8,-1827852.5,-1869777.1,-1910148.5,-1944228.0,-1968582.1,-1980914.5,-2021692.1,-2063502.2,-2088674.1,-2110141.0,-2126544.0,-2137525.5,-2142490.2,-2141213.0,-2132495.0,-2115622.5,-2089639.8,-2057405.0,-2016263.0,-1967946.2,-1914160.1,-1855750.2,-1795691.6,-1733358.6,-1667858.5,-1594027.8,-1597055.5,-1539929.1,-1498695.6,-1461782.6,-1430128.8,-1402270.1,-1377925.6,-1357048.9,-1339306.6,-1325047.0,-1314084.2,-1306652.9,-1302660.6
-1383207.9,-1385917.0,-1391428.1,-1399903.5,-1411135.0,-1425080.9,-1441690.8,-1460841.8,-1482938.1,-1508081.6,-1538071.2,-1574048.8,-1590039.9,-1613193.0,-1658816.4,-1712146.6,-1762809.4,-1813305.1,-1862114.2,-1906714.6,-1945916.9,-1978458.4,-2002367.8,-2019736.0,-2028548.1,-2029795.5,-2024517.6,-2014208.4,-2000000.6,-1982625.5,-1961880.1,-1942455.2,-1922867.1,-1875692.1,-1879643.8,-1867884.6,-1849734.6,-1821945.9,-1788273.6,-1747522.2,-1701145.1,-1646939.4,-1589329.0,-1530201.1,-1469195.2,-1414582.0,-1367068.9,-1313390.1,-1249195.4,-1230276.2,-1229911.0,-1237292.6,-1243792.1,-1247841.4,-1252348.6,-1256076.2,-1257856.4,-1257565.5,-1255716.1,-1253977.0,-1253428.8,-1249201.1,-1242393.6,-1241949.6,-1292811.5,-1354484.8,-1412271.0,-1463889.5,-1525109.0,-1595828.5,-1665125.2,-1731817.2,-1792571.4,-1842409.5,-1884624.9,-1921042.5,-1955414.8,-1986120.9,-2005836.4,-2011421.9,-2067523.0,-2095103.5,-2115095.0,-2132840.8,-2146614.5,-2155499.5,-2158672.8,-2155709.2,-2145691.0,-2127902.2,-2101191.2,-2068753.8,-2027909.9,-1980661.6,-1928356.4,-1872456.9,-1815363.8,-1757467.8,-1695780.9,-1626783.9,-1636477.1,-1584773.4,-1548487.2,-1516250.6,-1489221.9,-1465707.6,-1445364.6,-1428060.5,-1413388.4,-1401695.5,-1392702.1,-1386640.9,-1383377.4
-1421348.9,-1423051.1,-1426483.4,-1431881.1,-1439080.0,-1448130.8,-1459030.2,-1471680.8,-1486718.2,-1504311.4,-1526420.5,-1554275.4,-1559457.1,-1584876.2,-1636202.8,-1696298.4,-1753706.4,-1812001.2,-1867245.6,-1917767.8,-1962485.5,-1999644.0,-2026939.5,-2046476.1,-2056181.1,-2055849.4,-2047925.8,-2033848.8,-2014265.1,-1990123.8,-1960886.5,-1930835.0,-1882361.1,-1860803.4,-1849941.0,-1829054.1,-1803894.5,-1768028.5,-1726739.9,-1676738.8,-1620703.8,-1562003.5,-1500536.1,-1436943.2,-1370624.4,-1312917.5,-1265436.1,-1214131.2,-1159697.0,-1118952.8,-1105066.2,-1105673.9,-1108499.8,-1109596.1,-1112549.8,-1115817.1,-1117242.5,-1116696.6,-1115837.4,-1117073.4,-1120063.8,-1119995.4,-1120593.8,-1131667.4,-1189259.6,-1247672.5,-1304971.0,-1355308.2,-1416576.4,-1487846.6,-1558267.4,-1627219.6,-1692901.4,-1751993.8,-1803895.5,-1848960.9,-1892010.4,-1930818.8,-1960126.2,-1977284.8,-2010528.4,-2065184.8,-2096319.4,-2123136.0,-2143256.8,-2156755.8,-2163340.5,-2162979.8,-2154543.8,-2137228.0,-2111008.0,-2077941.6,-2035223.9,-1984799.9,-1928043.5,-1866985.9,-1802035.9,-1738382.6,-1670144.8,-1596477.5,-1603605.4,-1566379.9,-1538298.1,-1513556.8,-1493684.0,-1476865.0,-1462739.5,-1451005.1,-1441138.4,-1433479.8,-1427586.4,-1423648.5,-1421460.9
-1366347.6,-1368913.6,-1374159.5,-1382255.1,-1393002.6,-1406376.1,-1422331.2,-1440748.5,-1462079.6,-1486443.5,-1515664.8,-1551084.0,-1566093.6,-1592072.5,-1640982.5,-1697709.9,-1751984.9,-1805837.8,-1857817.2,-1905180.0,-1947000.0,-1981823.6,-2007665.8,-2026694.6,-2036924.5,-2039050.6,-2034358.4,-2024394.6,-2009996.8,-1991748.8,-1969235.9,-1946227.2,-1911886.5,-1872732.5,-1869782.6,-1853135.6,-1831059.9,-1799069.8,-1759872.8,-1712890.8,-1659834.9,-1600995.1,-1539428.6,-1477467.0,-1412968.0,-1356021.0,-1308497.2,-1256844.9,-1199415.2,-1169344.5,-1162719.1,-1167657.4,-1174574.2,-1177630.6,-1181063.8,-1184220.1,-1185799.6,-1185710.5,-1184526.4,-1183824.8,-1183509.2,-1179113.1,-1174506.4,-1180173.1,-1235567.4,-1299251.8,-1357058.6,-1407965.4,-1470002.0,-1542014.9,-1613087.5,-1682277.5,-1747435.4,-1803585.5,-1852689.1,-1894798.9,-1934538.4,-1968080.6,-1991375.1,-2001847.4,-2048135.0,-2089927.1,-2114644.2,-2135492.5,-2150800.5,-2160379.5,-2163707.0,-2160579.0,-2150014.8,-2131390.0,-2103661.8,-2069944.8,-2027389.8,-1978058.4,-1923336.0,-1864515.5,-1804140.1,-1742942.8,-1678055.6,-1605711.8,-1612867.9,-1562914.1,-1527202.8,-1495597.5,-1469175.2,-1446260.1,-1426493.6,-1409722.4,-1395524.8,-1384236.6,-1375557.4,-1369705.5,-1366538.0
-1411956.9,-1413738.5,-1417406.0,-1423189.0,-1430930.4,-1440669.0,-1452371.0,-1465904.4,-1481866.8,-1500381.2,-1523344.5,-1551743.6,-1558219.0,-1586354.0,-1639073.2,-1700377.0,-1758857.6,-1817928.4,-1873399.4,-1923929.1,-1968422.1,-2005099.5,-2031574.4,-2049978.0,-2058265.0,-2055971.8,-2045276.9,-2027945.4,-2004435.0,-1975565.9,-1940920.2,-1905982.1,-1848318.2,-1823765.0,-1812959.9,-1790924.8,-1763952.5,-1727883.6,-1686846.8,-1636715.4,-1582599.6,-1524713.0,-1463704.9,-1400305.1,-1334169.5,-1276708.6,-1228592.0,-1174995.9,-1122319.5,-1078983.5,-1065330.5,-1064584.8,-1065642.1,-1064700.2,-1066454.0,-1068988.1,-1070117.0,-1069902.2,-1070249.0,-1072989.4,-1078582.1,-1080835.4,-1082980.9,-1092661.1,-1148769.8,-1205267.0,-1263741.1,-1314242.9,-1374956.4,-1445609.2,-1515476.6,-1584090.4,-1649781.5,-1709484.1,-1761552.9,-1807015.4,-1850253.0,-1891244.8,-1923206.8,-1942725.6,-1978353.1,-2041815.1,-2077184.2,-2108547.8,-2132582.0,-2149518.2,-2159175.8,-2161410.0,-2155176.5,-2139534.8,-2114677.2,-2082601.9,-2040545.2,-1990492.1,-1933878.9,-1872817.9,-1807403.9,-1742607.5,-1673266.5,-1598700.9,-1602639.5,-1564966.2,-1536380.4,-1510721.9,-1489833.1,-1471984.4,-1456887.0,-1444264.2,-1433615.5,-1425290.9,-1418873.2,-1414556.2,-1412144.4
