SM_6652_19,SM_6651_19,SM_6650_19,SM_6649_19,SM_6648_19,SM_6647_19,SM_6646_19,SM_6645_19,SM_6644_19,SM_6643_19,SM_6642_19,SM_6641_19,SM_6624_19,SM_6623_19,SM_6622_19,SM_6621_19,SM_6620_19,SM_6619_19,SM_6618_19,SM_6617_19,SM_6616_19,SM_6615_19,SM_6614_19,SM_6613_19,SM_6612_19,SM_6611_19,SM_6610_19,SM_6609_19,SM_6608_19,SM_6607_19,SM_6606_19,SM_6605_19,SM_6604_19,SM_6581_19,SM_6580_19,SM_6579_19,SM_6578_19,SM_6577_19,SM_6576_19,SM_6575_19,SM_6574_19,SM_6573_19,SM_6572_19,SM_6571_19,SM_6570_19,SM_6569_19,SM_6568_19,SM_6567_19,SM_6566_19,SM_6709_19,SM_6708_19,SM_6707_19,SM_6706_19,SM_6705_19,SM_6704_19,SM_6703_19,SM_6702_19,SM_6701_19,SM_6700_19,SM_6699_19,SM_6698_19,SM_6697_19,SM_6696_19,SM_6695_19,SM_6716_19,SM_6717_19,SM_6718_19,SM_6719_19,SM_6720_19,SM_6721_19,SM_6722_19,SM_6723_19,SM_6724_19,SM_6725_19,SM_6726_19,SM_6727_19,SM_6728_19,SM_6729_19,SM_6730_19,SM_6731_19,SM_6691_19,SM_6690_19,SM_6689_19,SM_6688_19,SM_6687_19,SM_6686_19,SM_6685_19,SM_6684_19,SM_6683_19,SM_6682_19,SM_6681_19,SM_6680_19,SM_6679_19,SM_6678_19,SM_6677_19,SM_6676_19,SM_6675_19,SM_6674_19,SM_6673_19,SM_6672_19,SM_6671_19,SM_6664_19,SM_6663_19,SM_6662_19,SM_6661_19,SM_6660_19,SM_6659_19,SM_6658_19,SM_6657_19,SM_6656_19,SM_6655_19,SM_6654_19,SM_6653_19
8685.925,8405.893,9073.989,11390.577,16340.715,25082.275,38821.2,58661.453,85267.37,118379.92,155354.98,189069.98,196262.3,159655.02,100375.02,47086.797,10241.493,-10589.883,-21543.365,-30252.25,-43140.027,-59644.293,-73444.22,-81551.15,-83814.234,-79821.85,-69112.11,-51325.92,-26736.379,3944.0303,39363.227,75805.03,93625.72,69774.555,26508.809,-9884.593,-43661.297,-73994.12,-94991.01,-106205.01,-110128.04,-103790.336,-83036.21,-46007.395,8907.986,72853.52,126895.02,161525.77,172588.89,150201.6,107491.055,66080.26,29854.246,1005.0119,-19545.605,-31397.084,-34247.965,-28152.055,-13625.401,8707.431,38327.88,74344.8,114793.17,155792.42,178478.62,168793.05,133040.17,76328.66,9804.416,-46707.625,-84506.36,-105686.0,-112338.26,-107484.195,-94733.68,-73540.81,-44255.277,-13191.407,19091.031,57799.15,78939.77,62351.19,29863.18,-477.90585,-26361.068,-47587.848,-64248.934,-76059.3,-82518.31,-83173.34,-77696.51,-65434.445,-48893.727,-34725.684,-24202.33,-11234.29,11739.083,50523.75,105217.56,160396.9,197113.4,196188.78,164878.89,129121.32,96254.26,69230.46,48510.668,33610.9,23536.037,17110.797,13229.133,10934.064,9537.152
4511.8423,4197.819,4633.4946,6460.6113,10612.621,18236.744,30599.404,48963.426,74266.266,106647.555,144005.83,180056.12,190938.44,156826.3,97870.52,43959.56,7060.87,-12871.88,-22755.057,-30246.248,-41393.965,-55976.105,-68152.4,-75246.805,-77292.19,-73808.65,-63985.734,-47174.188,-23067.553,8871.444,48412.48,91995.15,110565.18,81782.57,36576.434,191.42369,-32295.488,-61327.617,-81456.16,-91610.6,-94228.04,-88481.23,-70927.44,-38152.492,12589.591,72427.914,121566.87,150153.67,155501.75,134842.3,101400.414,70300.766,43921.418,23478.791,9200.673,964.08746,-1187.4004,2772.7747,12750.098,28633.033,50431.25,77715.57,109093.125,141540.98,161332.77,156413.42,127942.87,77652.28,16261.275,-35599.215,-69491.484,-88519.41,-95454.016,-93033.49,-82982.164,-63076.76,-34133.227,-2859.7195,30977.143,73130.81,99151.03,80232.89,39670.51,5037.8135,-22008.67,-42552.51,-57811.99,-68500.445,-74758.125,-76020.31,-71518.07,-60421.613,-45275.78,-32686.81,-23768.154,-12859.286,7791.7705,45504.715,100407.52,155349.67,189862.36,185480.38,152035.56,116162.305,84267.14,58696.453,39514.105,25998.77,17056.537,11494.665,8234.95,6366.979,5238.9575
6682.954,6506.697,7303.6245,9747.035,14807.103,23665.992,37601.855,57837.32,85193.664,119623.1,158736.36,195686.36,206284.4,170667.88,109089.22,51965.55,11804.84,-11069.29,-23191.035,-32146.74,-44202.613,-59220.95,-71395.375,-78076.81,-79336.53,-74802.055,-63891.773,-46357.56,-22323.314,8333.055,45129.805,84598.59,106150.266,82477.82,35612.86,-4181.6997,-40789.242,-73524.11,-95915.195,-106710.625,-108752.12,-101512.95,-81858.45,-46597.715,7406.632,71748.68,126679.4,162544.08,177033.36,157629.8,116438.24,78036.51,45643.605,20613.656,3156.327,-6961.003,-9830.458,-5469.1343,6095.865,24934.172,51233.62,84653.83,123630.78,164380.48,185067.9,171839.83,134085.89,76104.54,8719.343,-47326.84,-83720.016,-103986.06,-111267.07,-108571.79,-97470.484,-75257.3,-42959.54,-7963.63,29314.861,73588.64,95311.55,74299.4,38162.29,5837.1675,-20554.568,-41442.625,-57519.242,-69181.99,-76407.1,-78473.266,-74494.44,-63640.875,-48405.21,-35223.082,-25023.314,-11956.157,11582.97,52461.164,110515.99,168075.27,204400.47,200633.3,166356.69,128858.59,95072.7,67616.85,46713.098,31730.732,21601.283,15121.285,11186.894,8860.684,7474.2383
11062.407,11236.954,12650.228,15993.554,22241.549,32532.668,48027.977,69743.125,98178.68,132843.0,170799.39,204515.42,210574.1,171653.78,108681.09,51093.08,10633.087,-12886.216,-25847.479,-35950.402,-49722.93,-66690.46,-80547.13,-88293.95,-89729.19,-84333.33,-71626.32,-51488.69,-24576.652,7877.7646,43978.402,79562.586,98058.54,72924.36,23922.393,-18436.52,-58122.996,-93681.75,-118542.38,-131638.5,-135269.7,-126816.695,-102194.13,-59460.953,2664.3528,74458.086,135499.2,175801.16,192037.9,170757.61,124215.92,77967.31,36921.156,3852.0742,-19911.229,-33804.203,-37510.727,-31065.588,-14956.782,10155.108,43572.42,84022.53,128956.12,173566.78,196008.88,181974.44,139980.2,75378.45,421.5405,-63552.035,-107088.23,-131894.98,-139837.44,-134338.34,-119143.07,-93542.266,-58588.348,-21688.79,16049.615,59434.97,81265.12,64436.375,33240.734,2509.9531,-24938.914,-48305.953,-67133.51,-80776.29,-88568.51,-90035.164,-84904.19,-72658.72,-55830.723,-40868.773,-28812.695,-13572.476,12340.195,54931.215,114062.266,173001.31,212171.03,212558.52,181328.5,144627.83,110151.125,81120.64,58227.22,41191.99,29199.988,21234.807,16277.731,13368.944,11767.979
1266.9763,1082.1499,2074.6008,4966.34,10746.022,20523.57,35411.035,56396.152,84055.03,118047.6,155638.7,189702.73,195926.92,157010.44,96015.44,42252.676,5685.584,-14394.403,-24448.781,-32520.217,-45054.22,-61420.664,-75405.586,-84036.086,-87000.25,-83638.125,-73144.68,-54896.49,-28905.748,4234.9385,42786.7,82578.195,98904.86,71596.35,28746.086,-5998.56,-37904.375,-66870.125,-87572.57,-100051.58,-106214.39,-101184.37,-80428.06,-43055.543,11832.472,74947.2,127152.96,157658.6,161588.66,137267.64,99410.9,62584.25,29812.633,3401.637,-15527.554,-26358.441,-28564.074,-22230.152,-8139.9385,12766.364,39729.19,71650.57,106675.93,142014.06,164701.0,161105.81,130915.13,77799.15,13639.214,-41546.715,-78800.055,-99842.46,-106456.24,-100786.2,-87049.5,-66306.61,-38398.832,-8835.304,21984.629,59864.76,84192.34,68860.33,32634.133,-639.9419,-28650.166,-51274.13,-68732.39,-80808.516,-87183.125,-87585.08,-81618.414,-68625.21,-51395.957,-36878.13,-26564.78,-14028.58,8926.404,47976.656,102797.5,158484.83,196032.97,195606.83,164456.2,128505.86,95127.41,67332.0,45664.926,29739.775,18672.186,11369.335,6775.046,3958.225,2237.3513
8074.7715,8705.892,10923.427,15320.219,22715.916,34076.52,50429.2,72707.58,101376.81,135980.34,173731.16,207509.1,214435.61,176232.34,112256.96,52127.387,8905.98,-16762.832,-31368.8,-42670.93,-57133.85,-74393.0,-88203.24,-95588.47,-96362.38,-90065.36,-76242.54,-54657.613,-25761.172,9474.569,49277.395,89399.23,110613.125,84324.36,32419.766,-12532.293,-54391.77,-91878.875,-118117.33,-131818.88,-135384.36,-126867.12,-102571.055,-60243.465,1717.9672,73669.17,135085.77,175647.12,192065.47,170854.45,124760.43,79824.99,40464.156,9144.407,-13115.7,-26046.375,-29523.312,-23582.89,-8520.951,15274.967,47368.93,86700.7,130885.59,175356.45,197375.95,182443.11,139929.5,75070.83,49.853806,-63715.234,-106886.06,-131480.86,-139563.84,-134440.8,-119217.586,-92593.734,-55742.926,-16313.466,24606.855,71803.43,95276.07,75525.695,39683.387,5185.6343,-25064.969,-50425.668,-70730.3,-85649.38,-94607.086,-96963.16,-92291.984,-80052.34,-62856.723,-47237.355,-34221.57,-17833.777,9462.282,54177.535,115951.695,176624.9,215927.62,215841.84,184488.62,147882.08,113322.44,83906.2,60310.832,42316.35,29220.031,20151.94,14241.074,10648.396,8716.783
2741.9353,2657.189,3873.4744,7111.445,13373.587,23810.861,39590.2,61735.066,90791.44,126313.54,165354.52,200308.11,206401.33,166288.0,103211.63,47019.145,8252.778,-13631.406,-24833.41,-33276.145,-45773.3,-61993.844,-75677.96,-83792.82,-86089.1,-81993.22,-70926.914,-52627.383,-27571.838,3332.4814,38611.04,74528.25,93023.73,69956.91,25838.906,-12060.795,-47754.566,-80049.945,-102598.234,-114527.9,-118207.125,-110904.516,-88664.82,-49687.516,7562.832,73980.12,130195.28,166808.53,180234.16,158470.95,113943.06,70309.94,31948.979,1284.7726,-20618.627,-33306.887,-36486.508,-30202.742,-14935.394,8701.874,40135.043,78330.266,121064.99,164051.52,186739.5,174966.45,136649.9,77070.42,7544.1714,-51637.426,-91564.055,-114242.18,-121640.69,-116752.07,-103139.555,-80257.945,-48846.63,-15754.705,18173.764,57819.29,78242.72,61077.37,29114.502,-1084.7843,-27139.996,-48746.24,-65889.58,-78235.336,-85253.03,-86425.164,-81272.17,-69056.88,-52383.574,-37984.94,-27096.762,-13258.544,11456.119,52612.914,110121.09,168591.28,208016.19,207853.31,175565.22,137987.48,102940.695,73618.97,50646.02,33658.047,21752.701,13810.46,8751.056,5625.407,3740.6572
-3995.364,-3579.8354,-1378.7496,3263.138,11257.924,23645.432,41469.445,65617.56,96499.33,133543.97,173719.75,209518.42,215236.22,172276.66,104393.02,43412.617,1721.848,-21411.361,-33362.23,-42258.72,-54724.953,-70618.53,-83878.62,-91520.53,-93248.56,-88390.016,-76225.29,-56242.504,-28615.902,6048.8604,46422.613,88506.734,110497.484,85444.695,36781.504,-5514.6265,-45368.26,-81759.6,-107707.11,-121589.29,-125518.88,-117220.84,-93209.28,-51674.926,8909.654,78781.56,137381.89,174227.23,185420.58,162249.55,118886.27,77064.37,40510.01,11497.703,-9076.514,-20974.072,-24006.668,-18171.383,-3791.471,18688.97,48833.105,85631.94,126831.766,168417.77,191532.31,181460.66,143460.52,82196.555,9717.377,-52439.21,-94818.07,-119498.18,-128404.14,-123954.234,-108981.47,-82851.79,-47013.727,-9253.746,29246.188,73159.74,95204.52,74474.95,36683.71,1917.5168,-27411.496,-51284.53,-70034.266,-83700.48,-91959.28,-94204.375,-89763.39,-77891.37,-61351.277,-46870.707,-35523.184,-21023.424,4593.48,48131.58,110456.88,174389.72,217277.05,218000.89,185198.8,146579.64,109980.15,78696.875,53503.664,34216.95,20122.06,10256.514,3659.2627,-535.42395,-2974.455
4748.865,4580.27,5642.4146,8668.165,14650.227,24694.836,39895.188,61199.66,89117.71,123236.22,160743.95,194382.39,200373.94,161629.73,100494.375,46003.684,8218.096,-13269.355,-24449.656,-33264.402,-46416.96,-63358.594,-77723.12,-86379.93,-88986.54,-85008.59,-73813.23,-54907.15,-28497.072,4512.6924,42094.703,79915.54,96703.24,70884.12,26985.635,-9710.793,-43797.094,-74409.836,-96004.836,-108672.29,-114657.6,-109336.34,-87712.36,-48703.4,8502.709,74333.96,129342.516,163309.92,170889.38,146647.94,105440.82,65076.09,29171.629,245.15071,-20462.56,-32334.854,-34919.285,-28314.91,-13262.598,9387.424,38918.402,74144.14,112896.336,151756.1,175095.0,168438.94,134149.73,77182.305,9525.091,-48528.535,-87709.11,-109544.45,-115822.17,-109535.74,-95282.34,-73529.3,-44107.457,-12938.9795,19110.592,57397.977,80063.16,64711.18,30981.424,-1077.7382,-28858.11,-51835.684,-69863.984,-82446.3,-89108.08,-89593.34,-83663.85,-70701.734,-53312.223,-38321.043,-27180.766,-13485.694,10762.124,50982.027,106780.164,163110.47,201082.02,201102.75,170168.66,134094.31,100405.63,72229.53,50190.68,33951.543,22638.283,15153.204,10428.828,7521.3486,5743.339
2055.8875,1948.5541,2930.641,5685.688,11189.57,20606.918,35177.773,56067.6,84029.96,118892.97,158059.83,194407.56,203062.08,165110.3,102778.02,46592.24,8168.9136,-12898.298,-23512.973,-31466.982,-43117.234,-58274.68,-70971.4,-78393.99,-80462.56,-76681.78,-66411.336,-49298.016,-25474.785,4946.991,41282.22,80113.15,100323.664,76672.28,32131.164,-5193.661,-39525.43,-70394.83,-91771.03,-102590.59,-105346.17,-98726.12,-79123.25,-43589.25,10156.512,73406.89,126902.695,160872.98,172117.23,150553.94,109098.734,70046.016,36722.7,10791.708,-7370.0137,-17847.498,-20611.53,-15678.48,-3219.408,16590.924,43697.75,77584.28,116531.3,156878.28,179154.81,169364.14,134216.47,78086.83,12072.694,-43500.42,-80129.44,-100603.555,-107541.766,-104128.195,-92771.445,-71483.77,-41204.113,-8870.859,25362.363,66702.13,88259.71,68890.25,33656.305,2099.058,-23764.363,-44314.438,-60187.465,-71633.53,-78442.05,-79957.51,-75407.84,-63958.51,-48228.91,-34863.066,-25004.65,-12777.407,9467.882,48682.043,105631.46,163687.86,201669.69,199542.72,166163.47,128762.38,94615.12,66547.62,44925.125,29215.074,18425.604,11398.7295,7048.7383,4439.2466,2891.9316
-7602.501,-7389.5815,-5684.6494,-1806.3622,5217.912,16540.338,33374.168,56828.887,87578.6,125340.72,167328.14,206062.19,214518.72,172935.22,105739.72,45479.04,4740.389,-17274.928,-28047.51,-35530.535,-46202.855,-60164.48,-71739.1,-78222.97,-79563.18,-75213.35,-64440.86,-46863.3,-22544.535,8648.422,46312.254,86793.45,109597.43,86103.625,37705.176,-4184.956,-43137.58,-78184.29,-102366.15,-114056.26,-116204.23,-108739.29,-88010.2,-49921.004,8293.331,76991.63,134878.66,171507.38,185022.86,164728.97,123658.82,85742.81,53830.305,29187.756,12014.878,2069.279,-737.94916,3588.2163,15028.886,33669.027,59700.875,92759.93,131339.62,172041.42,194346.61,183140.7,144936.03,83743.164,11565.88,-49244.098,-89337.016,-111715.15,-119368.27,-116111.9,-103832.805,-79482.59,-44608.14,-7383.409,31414.963,76104.414,97077.3,75158.45,38409.86,5682.772,-20844.523,-41758.168,-57841.246,-69592.21,-77091.36,-79643.7,-76219.52,-65879.83,-51258.566,-38899.055,-29666.617,-17410.02,5983.5215,48159.152,110195.875,174164.31,216211.23,214178.66,178104.2,137477.17,100078.805,68926.05,44477.37,26260.865,13334.422,4567.2837,-1112.7917,-4634.7627,-6679.7676
-792.67816,-906.57916,71.65309,2837.585,8390.678,17931.006,32745.723,54053.53,82663.266,118442.58,158775.48,196371.14,205418.62,166654.53,103307.65,46549.09,8060.065,-12682.387,-22764.615,-30064.92,-40952.68,-55342.668,-67396.766,-74386.06,-76292.59,-72647.77,-62788.656,-46370.152,-23523.086,5786.3706,41127.11,79102.56,99768.85,76818.09,31806.322,-6120.2363,-40968.656,-72158.39,-93538.055,-103915.086,-106054.125,-99360.234,-80145.63,-44709.13,9556.287,73788.23,128187.93,162808.89,175126.44,154223.44,112745.97,74070.95,41359.047,16084.955,-1526.9354,-11697.888,-14478.743,-9883.212,2000.532,21151.277,47694.38,81245.77,120196.38,160999.38,183457.44,173116.73,137060.11,79651.72,12229.791,-44297.547,-81271.65,-101702.74,-108485.266,-105328.19,-94471.87,-73215.7,-42569.31,-9742.19,25104.652,66941.55,87808.08,68062.6,33766.934,3201.367,-21641.365,-41283.547,-56434.242,-67432.38,-74157.96,-75913.195,-71791.39,-60890.45,-45805.49,-33109.79,-23857.195,-12144.783,9751.453,49003.164,106612.37,165850.02,204684.33,202108.3,167420.22,128779.01,93653.41,64876.027,42768.984,26746.537,15770.485,8641.184,4239.8047,1607.487,49.991177
9319.042,9182.951,10057.887,12608.39,17790.914,26770.996,40803.22,61077.16,88369.266,122598.16,161372.19,197888.45,208455.53,173237.16,111625.63,53791.574,12638.035,-11249.06,-24308.396,-34049.203,-46698.766,-62096.547,-74416.555,-80998.87,-81903.27,-76790.37,-65143.883,-46744.824,-21765.443,9778.644,47231.406,87024.05,109122.98,84934.66,36151.797,-5385.094,-43478.67,-77348.164,-100399.49,-111406.29,-113396.28,-106245.25,-86306.93,-49607.9,6532.7695,73036.664,129780.375,166966.28,182695.78,163164.95,120482.234,80883.45,47543.46,21831.361,3953.3787,-6370.7046,-9284.617,-4821.543,7006.9185,26315.725,53320.617,87671.195,127812.73,170102.92,191469.86,177612.05,138521.39,78395.01,8498.531,-49975.867,-88224.06,-109307.4,-116315.5,-113202.46,-101813.16,-78873.63,-45439.66,-9056.138,29744.244,75612.86,97785.09,76468.46,40175.27,7243.025,-20026.379,-41861.47,-58807.824,-71178.62,-78912.9,-81275.25,-77395.87,-66518.53,-51172.33,-37704.99,-26925.287,-12855.521,12106.018,54552.434,113902.93,172094.89,208513.83,204773.2,170544.12,132992.3,99047.336,71369.28,50221.67,35006.965,24671.895,18021.525,13956.942,11542.517,10111.604
-1346.8636,-1290.2349,5.2017016,3182.889,9172.837,19105.777,34208.125,55659.19,84264.484,119985.77,160476.44,199060.94,210417.9,173399.81,109118.484,49553.758,7970.084,-15579.636,-27949.871,-36754.28,-48393.92,-62909.746,-74594.56,-80806.945,-81582.07,-76517.53,-64987.203,-46589.85,-21188.992,11635.838,51525.473,94931.85,117080.7,90471.805,41390.27,538.9243,-36226.594,-68658.67,-90581.555,-100958.35,-102991.65,-96957.29,-79231.62,-45337.785,8057.317,71944.12,125902.625,160199.34,172628.69,153185.11,115073.02,80804.305,52554.49,31044.73,16216.371,7694.841,5312.164,9047.149,18944.89,35182.22,58094.477,87629.945,122734.734,160347.5,180875.05,170273.39,134971.73,78310.336,11427.131,-44249.35,-80005.25,-99351.484,-105792.195,-103192.305,-92867.49,-71117.445,-38802.65,-3060.8599,36063.664,83477.99,108205.266,85544.07,44608.05,8850.589,-19708.227,-41812.348,-58492.242,-70499.56,-78101.11,-80701.695,-77354.9,-67060.59,-52343.688,-39725.297,-30019.484,-17055.867,7215.965,50044.266,111405.18,172669.23,210837.7,206294.83,170288.81,131168.6,95822.8,66844.29,44455.234,28050.96,16619.543,9015.091,4183.925,1227.6329,-503.1347
10718.273,10426.619,10948.014,12938.473,17336.645,25275.623,37973.836,56598.957,81931.85,113905.96,150186.78,184209.34,193190.53,158553.38,99763.8,45796.54,8377.831,-12383.95,-23191.932,-31776.53,-44273.152,-60236.414,-73526.23,-81295.8,-83481.51,-79649.945,-69146.16,-51278.566,-25846.545,7066.1616,46584.875,88890.81,108232.1,81279.48,35782.125,-2025.2866,-36821.582,-68407.234,-90742.57,-102949.46,-107200.08,-100497.59,-79153.414,-41494.03,14041.248,78120.7,130916.33,161726.69,166472.9,142989.2,105749.56,69987.79,38670.023,13743.904,-4024.9502,-14337.2,-16860.96,-11557.244,1191.9146,20804.69,46787.152,78273.39,113404.78,148907.97,170913.23,166269.14,135571.23,81746.17,16428.266,-39653.62,-77561.6,-99555.05,-107681.58,-103909.47,-90892.41,-68495.016,-37701.62,-5203.4917,28522.545,69026.086,92880.23,74727.54,36701.152,2863.8718,-24759.672,-46608.617,-63348.39,-75172.34,-81786.51,-82685.62,-77479.73,-65492.973,-49210.227,-35244.11,-24862.445,-12470.012,9512.934,48023.56,102994.695,157525.52,192394.02,189920.28,158506.42,123686.93,92141.45,66492.52,47023.438,33168.66,23914.498,18103.334,14663.522,12673.82,11473.053
10950.853,10817.671,11710.346,14279.746,19449.37,28321.367,42062.09,61760.98,88096.28,120883.375,157671.8,191815.56,200470.89,164716.1,103898.65,47595.562,8190.6167,-14072.871,-26035.018,-35471.54,-48601.22,-65047.312,-78667.42,-86590.31,-88690.664,-84412.27,-73009.0,-53851.215,-26854.252,7794.152,49053.098,92914.3,113217.75,85841.914,38794.19,-908.5582,-37897.94,-71692.336,-95806.28,-109118.266,-113663.9,-106340.14,-83613.16,-44130.87,13462.12,79528.31,133911.7,165838.81,171259.77,147593.61,109438.625,72618.25,40251.37,14440.16,-3961.3813,-14641.351,-17269.0,-11793.761,1401.3324,21733.674,48679.26,81260.83,117451.46,153794.73,175938.97,170582.69,138640.25,83116.72,15771.754,-42342.73,-82010.51,-105318.75,-114131.62,-110228.59,-96271.43,-72305.43,-39452.055,-4728.1787,30985.07,72937.06,97063.74,77983.08,38562.617,3204.2424,-25926.068,-49125.184,-66976.8,-79638.83,-86821.93,-88026.59,-82854.66,-70661.445,-53978.695,-39435.457,-28249.176,-14734.793,8732.807,49158.62,106416.25,163029.1,199163.2,197228.66,165879.72,130701.484,98474.484,71929.62,51457.527,36590.926,26394.395,19767.254,15675.985,13222.72,11759.522
7130.2197,6990.0654,7806.348,10211.486,15120.1045,23651.852,37027.16,56435.113,82707.18,115881.97,153797.92,190175.58,201502.6,167123.83,105991.695,48647.137,8244.411,-14689.126,-26823.88,-35795.54,-47898.13,-63035.875,-75383.16,-82248.914,-83622.836,-79018.414,-67660.77,-48918.35,-22503.97,12020.443,54234.938,100346.17,121292.516,91940.59,42719.023,1872.4374,-34930.83,-67793.76,-90498.695,-101765.3,-104341.12,-97685.39,-78279.945,-42484.734,12303.655,76590.555,129626.64,161008.31,167714.86,146373.4,111149.914,78556.41,50990.227,29655.197,14781.524,6199.781,3905.7568,7919.5645,18172.11,34608.137,57305.68,85837.7,118753.49,152923.75,173353.48,166993.31,135496.08,81127.305,15244.015,-40668.25,-77621.75,-98543.664,-106097.055,-103328.48,-92028.16,-69685.836,-37124.31,-1556.878,36547.19,82365.33,108851.67,87885.92,45219.035,8152.226,-21332.408,-44087.68,-61183.996,-73311.39,-80663.18,-82658.78,-78522.15,-67516.48,-52208.496,-39082.438,-29040.465,-16095.888,7609.922,49100.176,107823.89,165437.16,200953.36,196605.48,162795.36,126227.17,93372.555,66692.48,46361.848,31755.69,21841.238,15463.605,11568.504,9258.706,7891.102
10601.277,10277.093,10744.871,12668.511,17001.635,24902.906,37625.66,56378.414,81983.93,114416.22,151359.25,186181.47,195815.95,161346.75,102268.6,47780.86,9814.762,-11327.305,-22308.023,-30849.346,-43073.023,-58632.945,-71521.16,-78979.72,-80997.07,-77131.35,-66702.8,-49191.74,-24553.453,7242.304,45540.312,86614.21,106737.44,81225.914,35570.566,-2672.6208,-37934.5,-69839.28,-92167.875,-103737.97,-106939.836,-100033.016,-79453.52,-42599.883,12514.8545,76737.586,130230.016,162578.95,169819.22,146962.33,108273.22,71571.195,39908.57,15040.15,-2513.898,-12686.045,-15314.149,-10373.139,1906.1584,21209.086,47335.215,79603.85,116206.516,153690.03,175977.27,169298.06,136508.05,81260.48,15090.788,-41197.547,-78800.23,-100292.07,-108024.914,-104625.8,-92481.84,-70312.1,-39177.336,-6138.188,28379.18,69675.76,92388.31,73353.0,36436.953,3575.9282,-23186.412,-44336.56,-60568.047,-72133.086,-78807.59,-80014.3,-75195.14,-63617.38,-47753.227,-34136.812,-23926.05,-11524.792,10616.644,49440.766,104755.49,159480.25,194252.19,191217.4,159052.5,123697.04,91839.24,66051.375,46561.68,32756.76,23584.34,17858.146,14488.264,12544.612,11363.355
11666.4375,11334.831,11795.69,13707.609,18012.633,25849.338,38442.203,56963.863,82196.29,114072.805,150258.52,184171.88,193205.61,158941.84,100628.11,46950.535,9517.396,-11487.741,-22595.53,-31438.65,-44123.945,-60183.797,-73468.695,-81134.78,-83136.42,-79032.77,-68194.71,-50149.668,-24933.951,7241.506,45399.242,85779.11,104799.17,78408.484,32779.12,-4690.8345,-38732.37,-69186.96,-90314.555,-101511.59,-105257.67,-99142.34,-79202.93,-43072.285,11105.432,74418.984,127572.18,160247.67,167795.88,144670.22,105356.766,67977.13,35629.684,10142.068,-7861.8423,-18237.674,-20788.88,-15512.929,-2740.5708,17080.012,43620.637,76188.48,113035.73,150743.55,172933.19,165830.44,132823.83,77999.914,12839.832,-42392.594,-79076.39,-99681.75,-106578.37,-102555.375,-90414.4,-69212.52,-39569.22,-7832.519,25894.893,67297.94,90985.03,72877.43,36340.875,3362.3396,-23895.898,-45664.934,-62478.395,-74453.125,-81246.94,-82308.96,-77206.445,-65255.54,-48951.0,-34907.688,-24395.947,-11832.174,10283.239,48734.39,103357.36,157346.97,191856.89,189387.64,158145.14,123534.26,92204.59,66760.67,47477.402,33784.29,24662.783,18952.736,15581.835,13629.732,12437.983
4172.473,4387.842,6131.6616,10046.533,17033.379,28139.93,44439.355,66878.51,95951.4,131237.28,169967.58,205054.7,212372.16,172951.88,107820.92,47717.547,5532.7783,-18591.605,-31660.203,-41596.777,-54863.79,-71258.52,-84681.99,-92204.086,-93625.21,-88318.02,-75590.82,-55076.312,-26981.693,8220.501,49238.586,92053.73,114002.04,87667.45,37785.086,-4801.2383,-44256.086,-79843.99,-104898.46,-118114.09,-121822.57,-114123.195,-91405.61,-51340.56,7772.4346,76374.55,134270.2,171040.67,182791.0,160173.67,117222.33,76214.766,40697.598,12737.978,-6949.3154,-18281.527,-21177.14,-15651.446,-1938.1995,19670.762,48903.94,84893.805,125557.516,166989.61,189596.03,178751.72,140635.75,80000.56,8707.196,-52026.56,-92979.69,-116426.22,-124553.266,-120207.59,-106082.42,-80930.42,-45905.613,-8428.35,30661.422,76281.07,99747.59,78703.87,39851.16,4155.349,-25921.96,-50330.06,-69412.45,-83250.25,-91573.58,-93774.67,-89243.164,-77286.9,-60574.88,-45797.832,-34028.465,-19194.56,6509.849,50089.184,111849.445,173772.06,214022.17,213421.48,181054.61,143751.14,108825.88,79319.74,55853.53,38147.414,25415.824,16657.707,10898.321,7271.578,5140.273
7533.3223,7220.9395,7718.5386,9693.382,14109.504,22143.521,35075.453,54147.453,80223.17,113310.99,151098.98,186885.39,196987.06,162284.1,102937.984,48412.797,10472.326,-10688.503,-21611.938,-29917.652,-41760.574,-56871.04,-69323.76,-76410.945,-78169.42,-74210.19,-63946.81,-47062.098,-23620.033,6488.8496,42764.22,81837.06,102055.54,78051.26,33288.418,-3957.331,-37951.207,-68331.65,-89129.414,-99341.945,-101670.14,-95350.79,-76792.86,-42563.242,9879.907,71966.055,124509.88,157971.55,169498.5,148709.38,108301.25,70676.1,38902.293,14402.747,-2643.184,-12473.42,-15138.0205,-10649.266,907.6514,19507.63,45279.004,77878.23,115743.82,155353.38,177049.73,167081.6,132488.62,77279.805,12347.268,-42019.99,-77491.234,-97097.81,-103686.46,-100656.66,-90139.05,-69593.79,-39827.184,-7690.101,26795.107,68845.195,90897.07,71241.5,35538.105,3818.5764,-21937.686,-42219.88,-57763.715,-68925.84,-75595.516,-77104.305,-72686.89,-61504.062,-46029.85,-32822.113,-23003.186,-10916.149,11004.313,49728.023,105263.625,160582.06,195798.97,192343.3,159182.77,122940.734,90397.79,64106.406,44254.004,30188.035,20830.383,14974.467,11515.469,9515.01,8303.255
