SM_6652_19,SM_6651_19,SM_6650_19,SM_6649_19,SM_6648_19,SM_6647_19,SM_6646_19,SM_6645_19,SM_6644_19,SM_6643_19,SM_6642_19,SM_6641_19,SM_6624_19,SM_6623_19,SM_6622_19,SM_6621_19,SM_6620_19,SM_6619_19,SM_6618_19,SM_6617_19,SM_6616_19,SM_6615_19,SM_6614_19,SM_6613_19,SM_6612_19,SM_6611_19,SM_6610_19,SM_6609_19,SM_6608_19,SM_6607_19,SM_6606_19,SM_6605_19,SM_6604_19,SM_6581_19,SM_6580_19,SM_6579_19,SM_6578_19,SM_6577_19,SM_6576_19,SM_6575_19,SM_6574_19,SM_6573_19,SM_6572_19,SM_6571_19,SM_6570_19,SM_6569_19,SM_6568_19,SM_6567_19,SM_6566_19,SM_6709_19,SM_6708_19,SM_6707_19,SM_6706_19,SM_6705_19,SM_6704_19,SM_6703_19,SM_6702_19,SM_6701_19,SM_6700_19,SM_6699_19,SM_6698_19,SM_6697_19,SM_6696_19,SM_6695_19,SM_6716_19,SM_6717_19,SM_6718_19,SM_6719_19,SM_6720_19,SM_6721_19,SM_6722_19,SM_6723_19,SM_6724_19,SM_6725_19,SM_6726_19,SM_6727_19,SM_6728_19,SM_6729_19,SM_6730_19,SM_6731_19,SM_6691_19,SM_6690_19,SM_6689_19,SM_6688_19,SM_6687_19,SM_6686_19,SM_6685_19,SM_6684_19,SM_6683_19,SM_6682_19,SM_6681_19,SM_6680_19,SM_6679_19,SM_6678_19,SM_6677_19,SM_6676_19,SM_6675_19,SM_6674_19,SM_6673_19,SM_6672_19,SM_6671_19,SM_6664_19,SM_6663_19,SM_6662_19,SM_6661_19,SM_6660_19,SM_6659_19,SM_6658_19,SM_6657_19,SM_6656_19,SM_6655_19,SM_6654_19,SM_6653_19
5529.434,5233.2783,6047.183,8719.094,14275.252,23880.78,38707.62,59789.062,87701.02,122064.26,160040.78,194162.56,200439.1,162042.3,101608.35,47911.46,10578.394,-10780.059,-21832.496,-30410.63,-43232.137,-59773.18,-73707.555,-81970.86,-84332.984,-80349.62,-69515.086,-51548.3,-26926.338,3336.9036,37575.156,71982.375,88869.64,65399.758,22293.852,-14100.621,-47946.12,-78229.04,-99116.25,-110247.27,-114120.0,-107640.125,-86430.67,-48629.92,7160.2646,71969.96,126919.66,162979.88,176389.31,154759.28,110242.13,66476.9,27951.027,-2874.4976,-24882.5,-37589.844,-40644.03,-34129.043,-18667.982,5056.498,36489.234,74617.3,117247.54,160142.44,182865.83,171299.6,133473.56,74940.664,6886.9443,-50865.43,-89541.16,-111035.24,-117367.63,-112019.92,-99034.71,-77766.75,-48455.637,-17427.393,14690.582,53045.46,73744.87,58150.78,27645.385,-1572.8625,-27049.855,-48314.594,-65187.312,-77151.1,-83639.67,-84271.414,-78751.01,-66421.414,-49793.773,-35544.676,-24996.664,-11653.385,12406.96,52292.18,107616.984,163688.42,201730.12,201545.34,169928.38,133230.31,99190.875,70960.87,49113.58,33225.46,22327.95,15245.3,10855.897,8183.9917,6526.3545
-8533.976,-8312.436,-6621.8735,-2808.8032,4066.153,15127.849,31580.129,54555.98,84796.35,122145.98,164043.27,203446.66,213561.77,173432.48,106541.234,45896.79,4530.6504,-18142.06,-29484.326,-37381.875,-48296.008,-62290.574,-73707.7,-79904.28,-80876.75,-76128.695,-64923.01,-46825.7,-21720.658,10845.129,50612.926,93956.76,116594.75,90757.39,41785.926,488.62836,-37054.445,-70432.85,-93157.125,-103966.305,-106067.016,-99703.94,-81281.164,-46342.71,8472.993,73879.734,128916.84,163474.39,175497.98,155849.31,117895.79,83703.266,55454.438,33888.844,18979.16,10384.604,7965.32,11710.275,21655.969,37961.246,60939.402,90500.85,125560.61,163068.66,183938.8,173831.47,138277.94,80556.04,12128.177,-45044.01,-81977.86,-102126.72,-108976.56,-106333.61,-95481.57,-72790.52,-39414.617,-2922.6897,36433.51,83295.82,107082.3,84131.336,43433.24,7973.2354,-20206.51,-41945.594,-58323.445,-70124.58,-77639.234,-80278.75,-77022.9,-66835.45,-52344.746,-40135.56,-31023.104,-18793.607,4847.1216,47647.67,110300.3,174251.84,215107.95,211518.17,174775.16,134253.0,97275.086,66627.22,42641.19,24784.707,12103.739,3483.2236,-2119.9502,-5604.09,-7627.4136
14507.9,14265.606,14970.3545,17294.906,22194.32,30813.648,44364.23,63971.14,90316.81,123186.19,160042.69,193977.42,202459.61,167207.97,107322.56,51711.758,12280.034,-10643.001,-23353.062,-33392.734,-46982.562,-63676.094,-77293.414,-84960.055,-86604.69,-81807.01,-70058.93,-51119.76,-25316.982,6786.447,43929.793,82299.6,102080.54,77448.11,30658.916,-9035.216,-45754.625,-78636.58,-101375.234,-113091.06,-116297.56,-108958.016,-87339.56,-49108.52,7580.589,73702.266,129839.52,166280.92,179471.81,157754.42,113920.15,71685.484,34992.152,5982.5513,-14542.165,-26392.057,-29436.076,-23711.03,-9525.841,12738.73,42749.17,79678.86,121470.07,164038.89,186507.77,174546.28,136305.73,76972.36,7865.862,-50646.207,-89773.49,-111829.06,-119075.48,-114722.38,-101762.57,-78896.38,-46911.867,-12695.132,23160.992,65712.96,87826.586,69354.21,35009.246,2935.2295,-24413.318,-46842.938,-64522.023,-77309.52,-84691.78,-86050.62,-80970.664,-68847.67,-52197.57,-37523.22,-25966.33,-11821.223,12294.704,52865.277,109558.16,165260.8,201046.81,199363.28,168123.22,132871.36,100586.8,74075.65,53746.96,39115.965,29201.557,22855.877,19004.52,16718.541,15333.622
2044.493,1845.8981,2848.4856,5789.4897,11677.832,21647.777,36833.363,58231.79,86405.375,120973.945,159117.11,193500.02,199640.39,160310.84,98779.164,44441.11,7187.843,-13580.585,-24029.936,-32119.336,-44503.46,-60756.477,-74658.8,-83167.49,-85972.46,-82444.18,-71847.86,-53708.195,-28247.674,3762.0647,40584.47,78129.52,95020.26,69793.266,26933.402,-8665.76,-41722.67,-71603.52,-92711.65,-104927.22,-110574.26,-105329.26,-84367.72,-46427.652,9544.038,74212.19,128264.87,161399.25,168379.88,144289.34,103886.65,64529.15,29670.855,1663.3179,-18375.312,-29883.922,-32404.518,-26012.006,-11420.098,10529.982,39165.363,73425.82,111325.63,149508.3,172660.17,166530.83,133217.6,77416.97,10984.496,-45891.027,-84139.59,-105506.11,-111887.86,-106061.87,-92291.79,-70987.86,-42160.07,-11758.028,19574.662,57297.223,79547.31,63919.41,30256.469,-1228.0553,-28134.162,-50187.418,-67430.805,-79514.99,-86013.81,-86593.82,-80854.89,-68118.79,-51094.62,-36649.08,-26218.852,-13318.897,10208.251,49847.984,105203.9,161415.83,199447.84,199188.25,167746.31,131296.58,97406.84,69167.9,47155.2,30983.71,19750.08,12338.114,7670.932,4802.336,3042.802
7662.662,7749.7236,9128.33,12444.762,18610.938,28702.102,43838.715,65040.12,92896.12,127114.95,165105.34,200034.2,208397.3,170918.9,107577.5,48733.793,7295.4927,-16386.02,-29231.016,-39117.137,-52424.062,-68890.56,-82402.23,-90055.586,-91696.92,-86806.94,-74714.766,-54852.973,-27202.586,7954.7627,49497.03,93478.59,115081.76,88280.24,39599.426,-1870.7151,-40370.605,-75310.72,-100051.336,-113337.05,-117379.1,-109808.83,-87125.67,-47433.93,10829.924,78095.87,134214.22,168671.25,177080.98,153670.36,113200.57,74463.28,40755.418,14121.904,-4708.7256,-15587.101,-18333.953,-12923.232,372.20764,21162.578,49093.184,83268.63,121643.016,160488.38,182883.11,174855.77,139932.31,82015.734,12821.002,-46527.887,-86814.69,-110249.58,-118852.94,-114873.664,-100886.54,-76202.555,-41990.566,-5559.337,32173.41,76220.484,100006.54,79452.74,39673.145,3711.282,-26152.705,-50089.59,-68609.875,-81879.72,-89660.99,-91398.28,-86574.52,-74510.34,-57785.293,-43058.812,-31457.627,-17065.1,7889.2095,50414.97,110485.75,170173.47,208405.3,206848.25,174655.33,138123.88,104302.74,76080.83,53961.867,37567.156,26029.365,18291.375,13344.021,10301.78,8519.797
15495.293,15348.926,16291.722,19024.207,24494.732,33775.6,47939.625,67935.01,94260.04,126516.56,161990.28,193599.84,199640.78,163637.17,105152.89,51672.164,13397.6,-9586.644,-22804.258,-33772.844,-48860.504,-67251.87,-82420.375,-91178.95,-93195.21,-88040.01,-75317.734,-54849.97,-27138.965,6510.3306,43551.188,79372.57,95388.59,69176.914,23274.797,-15561.046,-51711.72,-83747.914,-106122.914,-119094.81,-124881.516,-119134.1,-96604.15,-55879.387,3555.1907,71850.56,129550.195,167063.86,179299.97,156461.19,112240.38,68053.69,28495.701,-3485.3154,-26419.123,-39637.117,-42727.74,-35787.777,-19546.865,5194.698,37696.82,76508.06,119008.195,161131.22,184239.05,173643.1,134938.38,73941.2,2818.67,-57985.02,-99026.0,-121518.78,-127264.336,-120236.32,-105447.36,-82759.125,-51921.848,-19067.867,14699.925,54607.81,77588.34,63207.12,31450.014,-303.4247,-28940.916,-53293.05,-72669.77,-86139.27,-93020.42,-93127.15,-86457.42,-72781.84,-54819.48,-39065.605,-26745.012,-11717.234,13508.118,54029.086,109123.836,163471.38,199724.67,200210.39,171146.61,137009.52,105046.305,78329.14,57488.902,42212.074,31636.781,24708.795,20421.088,17861.146,16341.229
5898.6177,5700.6,6421.569,8724.857,13576.201,22171.96,35828.8,55834.953,83102.61,117713.55,157447.05,195655.89,207950.28,173463.97,111880.7,54115.75,13209.272,-10384.947,-23048.115,-32168.44,-44049.52,-58660.363,-70295.27,-76399.13,-77118.45,-72207.83,-61170.676,-43677.09,-19655.654,11280.157,48856.316,89548.04,111918.125,87619.734,39302.137,-1578.1277,-38808.035,-71781.88,-93982.84,-104302.32,-106137.41,-99780.2,-81709.51,-47414.18,6689.723,71575.43,126704.52,162419.64,177252.69,158851.11,119493.05,83888.61,54425.676,31900.852,16305.104,7306.4443,4738.8926,8572.101,18862.248,35809.02,59739.566,90555.2,127182.03,166544.81,187029.05,174401.66,137133.3,78739.67,10389.803,-46327.633,-82657.37,-102185.54,-108812.734,-106457.875,-96056.62,-73881.56,-41066.582,-5090.208,33791.28,80140.89,102680.13,80331.51,42423.94,8993.846,-17874.178,-38830.99,-54771.336,-66319.586,-73644.484,-76082.28,-72699.01,-62587.367,-48183.145,-35743.45,-25946.95,-12719.177,11612.185,53668.277,112834.14,170876.38,206595.89,201254.86,165469.05,127149.9,93026.766,65554.23,44818.383,30083.545,20208.824,13949.559,10185.682,7978.614,6663.9194
-4339.8555,-4244.6953,-2795.7144,688.00183,7175.182,17806.914,33782.42,56204.766,85752.625,122147.125,162632.38,199875.4,207846.56,167473.25,102525.77,44523.324,5391.6245,-15623.642,-25958.44,-33643.824,-45018.46,-59883.664,-72352.945,-79641.945,-81636.086,-77757.64,-67304.04,-49927.457,-25771.635,5068.38,41928.387,81375.64,102230.54,78492.77,33105.777,-5005.0684,-39994.49,-71409.09,-93186.664,-104145.71,-106775.52,-100077.24,-80454.664,-44698.12,9565.512,73536.64,127761.68,162404.6,174493.11,153116.22,111115.68,71746.59,38310.094,12405.632,-5665.832,-16074.559,-18850.035,-14016.284,-1699.5858,18013.54,45161.504,79279.09,118663.3,159643.39,181977.31,171492.6,135543.95,78525.96,11609.013,-44637.285,-81634.66,-102268.85,-109266.04,-105948.75,-94595.64,-72939.29,-41988.07,-8811.705,26447.758,68917.27,90631.086,70449.41,34484.324,2350.816,-23924.53,-44758.19,-60835.47,-72490.22,-79605.31,-81493.48,-77220.805,-65905.086,-50287.504,-37057.094,-27274.719,-14867.038,8016.007,48444.836,107567.06,168699.05,209079.19,207308.33,172827.86,133830.03,97904.47,68023.36,44647.562,27320.295,15117.447,6924.1895,1677.3342,-1549.6187,-3437.1716
-8324.552,-8042.03,-6230.8306,-2262.5884,4767.429,15944.807,32434.984,55341.84,85394.664,122465.54,164096.89,203537.16,214309.05,174710.97,107439.65,45874.496,3460.2776,-20206.676,-32329.033,-40772.047,-52092.07,-66352.81,-77852.984,-83927.74,-84545.94,-79224.07,-67252.07,-48109.31,-21538.424,12987.144,55170.742,101454.984,124090.51,95516.57,44747.23,2499.972,-35278.938,-68498.89,-90993.47,-101680.83,-103846.22,-97785.84,-79879.47,-45579.246,8572.631,73319.555,127639.85,161327.22,172134.5,152634.67,116519.01,84147.97,57472.152,37105.7,23019.05,14909.336,12651.101,16240.955,25703.16,41173.004,62944.055,90986.57,124319.49,159996.27,180097.95,170726.36,136329.27,79716.65,12268.2,-44104.664,-80429.35,-100191.766,-106887.83,-104323.7,-93757.43,-71368.52,-38029.887,-1083.6544,39378.844,88255.14,114769.83,91512.1,47656.55,9705.07,-20362.814,-43458.07,-60755.6,-73134.86,-80980.77,-83819.016,-80673.75,-70452.44,-55787.254,-43308.04,-33807.906,-20962.531,3607.449,47621.414,111483.61,176045.1,216702.66,212822.08,176137.69,135756.66,98843.875,68152.38,44026.2,25961.18,13035.608,4169.206,-1649.2227,-5293.4014,-7405.723
4937.994,4632.5654,5083.7686,6931.9697,11109.542,18765.824,31171.398,49593.86,74974.414,107464.01,144985.42,181284.0,192551.06,158737.16,99690.66,45362.375,7906.6206,-12606.619,-22967.049,-30749.354,-42038.754,-56653.914,-68780.734,-75764.875,-77656.61,-73999.99,-64016.38,-47116.93,-23009.553,8901.8125,48446.91,92140.63,111329.805,83164.516,37831.246,937.25446,-32209.52,-61857.242,-82292.84,-92389.05,-94733.234,-88830.836,-71284.7,-38522.63,12288.617,72315.66,121765.49,151013.3,157501.25,137097.19,102937.414,71408.61,44879.64,24438.559,10211.633,2008.4325,-176.71617,3676.406,13511.11,29291.865,51142.266,78755.49,110793.09,144144.69,164085.33,158318.75,128998.55,78088.38,16219.831,-35951.156,-70009.58,-89146.266,-96162.64,-93887.984,-83947.414,-63784.875,-34286.324,-2346.0957,32187.605,74830.58,100433.875,80833.11,40070.484,5278.44,-21871.05,-42463.406,-57739.91,-68465.375,-74837.484,-76259.57,-71902.2,-60924.684,-45855.723,-33263.44,-24204.39,-12959.595,8196.223,46468.773,101819.77,156893.31,191233.69,186542.81,152819.31,116781.586,84793.32,59174.35,39970.582,26447.82,17502.098,11935.635,8669.422,6794.8315,5663.2617
9968.94,9569.421,9840.13,11435.993,15310.307,22643.893,34740.0,52889.156,78028.54,110291.695,147567.12,183467.62,194798.02,161794.08,103422.125,49106.117,11044.104,-10306.515,-21387.443,-29721.748,-41403.008,-56207.473,-68311.62,-75086.38,-76615.88,-72511.484,-62096.684,-44924.566,-20926.486,10188.195,48007.035,88829.8,108971.53,82701.46,35747.125,-2798.0889,-37384.562,-67965.92,-88712.21,-98689.266,-100826.555,-94708.05,-76590.43,-42419.348,10628.532,73603.0,126462.25,159041.02,167987.72,146545.38,108720.08,73962.17,44785.402,22398.662,6904.001,-2006.456,-4413.611,-325.17712,10213.38,27240.64,50955.695,81063.76,116173.71,153104.86,174763.25,167028.73,133789.31,78771.14,13376.139,-41378.133,-76888.79,-96299.9,-102661.11,-99676.09,-89370.125,-68856.0,-38863.44,-6193.0273,29334.71,73076.766,96943.54,77194.945,39831.39,6900.4136,-19550.805,-40189.473,-55879.86,-67102.57,-73859.94,-75507.49,-71275.79,-60404.566,-45382.484,-32604.96,-23019.54,-10910.603,11227.658,50166.234,105417.37,159622.86,193259.25,188601.94,155162.81,119355.34,87601.53,62252.695,43363.625,30195.672,21614.43,16385.723,13398.946,11720.977,10691.54
7013.627,7046.007,8281.515,11364.558,17213.535,26927.855,41673.445,62538.984,90205.836,124500.28,162972.28,198941.5,208639.64,171952.88,108632.8,49519.426,7820.8364,-15995.5625,-28755.314,-38268.383,-50953.938,-66705.45,-79578.94,-86787.14,-88247.46,-83430.5,-71592.43,-52117.984,-24846.611,10294.549,52538.875,97916.14,119914.74,92196.32,42585.38,383.76083,-38634.254,-74100.28,-99228.32,-112329.32,-115421.164,-107089.34,-84719.51,-46001.477,11407.76,78201.016,133883.16,167806.77,175613.2,152909.0,114603.805,78238.164,46887.715,22280.326,4924.124,-5175.452,-7903.013,-3221.4656,8710.069,27703.787,53655.566,85869.41,122461.07,159834.97,181300.92,172970.42,138359.28,81129.73,12738.653,-45464.676,-84505.74,-107297.96,-116341.69,-113741.03,-100631.734,-75644.8,-40630.305,-3231.2173,35557.848,80688.99,105223.14,83984.34,42744.793,6125.921,-23691.715,-47210.797,-65194.844,-78052.57,-85757.35,-87741.39,-83351.6,-71870.88,-55860.094,-41882.715,-30937.805,-17068.117,7604.2954,50216.08,110491.77,170094.3,207660.55,204946.75,171804.61,134906.45,101119.88,73178.73,51464.99,35511.777,24393.09,17014.965,12349.8,9506.425,7839.6807
11032.3125,10813.259,11481.794,13697.087,18408.834,26777.615,40059.805,59461.99,85796.4,119039.16,156898.31,192779.98,203444.84,169011.53,108415.44,51633.676,11476.016,-11490.508,-23840.934,-33172.34,-45668.863,-61133.18,-73694.35,-80679.625,-82131.66,-77645.05,-66570.94,-48425.703,-23118.34,9527.795,48976.867,91434.45,113224.38,87738.625,39764.992,-1260.7435,-39258.047,-73564.47,-97358.9,-109170.695,-111770.43,-104313.375,-83307.31,-45515.83,11337.448,77763.05,133136.3,167007.55,176271.8,154369.83,115299.58,78746.83,47598.97,23391.092,6451.6006,-3370.2915,-6049.7075,-1555.1581,10017.6875,28600.89,54243.043,86410.164,123357.96,161573.25,183706.62,175554.44,140880.34,83262.1,14384.883,-44156.76,-83233.9,-105544.82,-113572.94,-110342.85,-97975.92,-74399.15,-40764.355,-4692.7617,32915.582,76776.17,99432.63,78546.52,40183.676,6069.222,-21636.982,-43475.16,-60197.195,-72190.61,-79397.12,-81185.52,-76845.055,-65679.72,-50208.207,-36789.08,-26292.365,-12857.871,11109.305,52336.19,110196.59,166790.44,202078.69,198294.38,164934.47,128514.17,95728.4,69139.516,48964.45,34584.797,24940.826,18839.588,15188.392,13057.865,11786.666
5977.8145,5773.283,6774.4307,9711.387,15581.216,25509.064,40618.613,61891.414,89857.12,124111.805,161840.2,195727.06,201958.83,163280.17,101884.52,47020.258,9001.043,-12640.236,-24000.947,-32922.293,-46042.605,-62851.008,-77016.125,-85466.66,-87942.875,-83954.09,-72912.17,-54368.918,-28551.67,3709.8027,40643.562,78086.82,95602.664,71236.99,27915.105,-9172.553,-44259.055,-76112.52,-98691.69,-111725.65,-117123.06,-110526.85,-87629.53,-47610.566,10425.056,76892.79,132207.36,166432.08,174541.66,150400.38,108498.34,67205.266,30402.926,717.864,-20576.262,-32865.02,-35664.715,-29029.674,-13660.729,9586.7295,39975.074,76283.38,116196.055,155939.44,179388.75,172272.94,137565.62,80045.5,11479.863,-47657.63,-88053.9,-111252.12,-118852.02,-113166.88,-98396.734,-75432.44,-44652.566,-12476.557,19862.395,57335.895,78327.016,62321.715,29253.264,-1964.7595,-28897.348,-51168.99,-68688.42,-80994.06,-87587.0,-88141.984,-82382.766,-69661.34,-52520.664,-37705.81,-26594.605,-12872.985,11309.276,51486.863,107517.164,164184.17,202292.95,202223.86,171093.45,134872.66,101123.586,72968.2,51010.01,34883.066,23682.732,16290.126,11628.806,8755.029,6985.7583
815.3162,744.7703,2166.434,5831.5176,12749.524,24025.033,40722.242,63723.953,93437.56,129294.47,168241.0,202619.02,207628.38,166410.2,102769.414,46242.7,6875.9023,-15606.153,-27093.445,-35770.133,-48603.715,-65229.965,-79368.53,-87883.555,-90366.76,-86135.04,-74515.875,-55213.156,-28686.602,3929.167,40488.04,76714.016,94068.37,69609.805,25008.918,-13155.094,-49136.332,-81607.8,-104527.63,-117543.055,-122813.83,-116312.83,-93346.74,-52660.754,6564.7646,74632.45,131848.81,168464.19,179731.66,156462.03,112517.68,69052.92,30339.59,-911.1323,-23348.568,-36312.305,-39338.617,-32496.533,-16497.475,7814.612,39695.613,77865.734,119891.29,161779.53,185314.86,175674.52,137879.84,77473.305,6512.14,-54325.438,-95644.9,-118912.99,-125843.02,-119589.18,-104689.664,-81377.87,-49904.176,-16802.46,16803.79,55949.66,77331.53,61447.668,29270.1,-1866.9546,-29279.941,-52295.324,-70605.24,-83614.74,-90781.945,-91776.83,-86243.12,-73526.89,-56310.863,-41377.992,-29911.064,-15207.289,10721.719,53054.72,111116.336,169761.78,209753.03,210529.11,178942.19,141509.48,106167.88,76245.27,52496.42,34675.438,21974.475,13334.211,7703.9966,4144.0693,1963.5187
915.6478,970.2164,2339.538,5699.616,12007.377,22388.375,38018.5,59969.188,88874.34,124424.59,163879.28,200001.3,207757.66,168256.0,103987.984,45979.617,6328.8594,-15459.212,-26567.889,-34918.68,-46935.56,-62437.95,-75427.64,-83042.82,-85130.88,-81103.16,-70234.51,-52066.79,-26716.066,5562.438,43877.96,84511.555,105437.88,81031.84,34938.703,-4402.2837,-41127.375,-74542.09,-98117.836,-110467.86,-113880.14,-106435.47,-84591.516,-46054.746,11041.195,77388.875,132969.36,167412.11,176952.64,154037.17,112622.27,73123.3,38932.11,12008.425,-7006.1436,-18001.791,-20826.506,-15470.041,-2194.2832,18648.686,46779.34,81418.5,120596.99,160580.02,183428.11,174840.03,139474.64,81637.516,12927.514,-45662.465,-85084.836,-107740.37,-115847.19,-112057.086,-98969.32,-75442.44,-42708.836,-8165.3086,27488.285,69273.74,91005.55,71288.33,34805.543,1895.4569,-25297.215,-47065.055,-63957.676,-76145.125,-83363.2,-84999.23,-80369.305,-68671.96,-52536.29,-38628.914,-28075.525,-14903.651,8610.489,49480.957,108554.37,168866.19,208482.19,207139.78,173841.47,135913.69,100836.25,71603.61,48722.844,31778.754,19867.271,11889.162,6793.458,3660.6912,1818.0155
9288.455,9326.435,10689.547,14041.68,20296.396,30495.754,45686.992,66784.33,94257.625,127687.516,164366.0,197390.8,203957.2,166038.34,103806.57,46824.035,6967.5903,-16003.648,-28770.219,-39072.17,-53344.33,-71039.46,-85723.77,-94274.66,-96385.414,-91511.125,-79033.91,-58358.492,-29469.729,6937.5176,48927.984,92017.9,110735.51,82297.29,35004.004,-4722.4507,-41616.676,-75008.77,-98974.88,-113269.78,-119476.055,-112965.35,-89656.6,-48879.094,10075.387,77366.64,133124.17,166416.7,172263.28,147703.73,107809.625,68711.125,33739.55,5474.0186,-14798.063,-26451.229,-28977.623,-22404.379,-7441.994,15001.133,44061.324,78391.16,115833.11,153154.16,175972.75,170322.8,137072.16,80180.42,11733.832,-47554.26,-88212.06,-111728.42,-119634.164,-113881.984,-98498.29,-74645.336,-42568.46,-8394.325,26783.723,68244.81,93228.34,75826.766,37017.645,912.9918,-29905.838,-55067.215,-74629.44,-88313.57,-95714.32,-96537.09,-90595.836,-77358.57,-59465.45,-43723.613,-31455.691,-16626.312,8406.343,49989.715,108172.32,166182.23,204168.94,204049.25,173720.98,138479.16,105456.09,77678.57,55774.953,39461.17,27930.055,20160.51,15162.844,12059.471,10210.355
343.5941,443.66547,1838.2322,5157.005,11310.646,21410.094,36661.742,58224.938,86884.52,122603.65,163081.17,201778.22,213576.25,176674.78,111481.23,50425.75,7311.4263,-17556.6,-30796.33,-40025.848,-51886.066,-66515.09,-78175.78,-84219.5,-84664.74,-79084.49,-66786.99,-47228.656,-20136.693,15016.455,57898.605,104657.57,127764.09,99092.734,47053.29,2975.789,-36957.137,-72406.445,-96582.52,-108118.03,-110104.42,-102246.39,-82063.94,-46165.188,9420.54,75751.77,131672.73,166473.75,177001.94,156945.84,120861.84,88328.12,61349.656,40627.04,26240.652,17942.523,15610.238,19230.871,28837.615,44571.54,66687.8,95092.13,128786.63,164844.44,185437.83,175942.19,140400.88,82243.7,13191.363,-44600.918,-82283.48,-103700.59,-112494.94,-111019.85,-99513.164,-75180.4,-39556.848,-465.1556,41531.266,90959.04,117159.61,93695.305,49790.406,11553.773,-18898.686,-42428.305,-60131.293,-72822.06,-80839.836,-83711.85,-80611.09,-70532.695,-55909.16,-43161.727,-32988.97,-19043.459,6771.961,51542.88,114807.766,177190.55,215452.69,210588.98,174313.81,134949.92,99335.91,70066.414,47378.137,30684.309,18983.521,11140.994,6115.1353,3017.2815,1205.488
10751.664,10338.075,10807.036,12878.683,17541.592,25930.277,39203.53,58413.54,84188.914,116263.18,152017.89,184400.17,190924.28,155215.84,98000.016,46753.47,11025.214,-9514.235,-20450.816,-29356.018,-42672.598,-59686.516,-73993.266,-82502.91,-84962.664,-80963.266,-70047.695,-51904.01,-26904.836,3999.2146,39005.848,74168.82,90363.13,65873.914,23267.42,-12125.425,-44837.125,-73967.16,-94058.664,-105172.45,-109833.79,-104378.414,-84047.9,-47156.453,7511.99,71003.11,124666.9,159238.36,170212.89,147777.34,105042.77,63271.316,26542.97,-2807.8123,-23728.678,-35739.11,-38492.38,-32097.553,-17199.936,5501.7007,35457.816,71691.89,112125.39,152876.06,175401.11,165746.89,130021.81,73565.66,7605.406,-48369.85,-85650.734,-106048.22,-111582.74,-105788.96,-93039.266,-72855.836,-44977.758,-15258.712,15764.258,53498.625,75250.74,60346.684,28896.584,-1183.9526,-27352.486,-49076.31,-66162.32,-78049.1,-84182.18,-84281.15,-78192.92,-65442.918,-48613.207,-34288.832,-23769.21,-10832.995,12126.308,50300.49,103504.984,157134.12,193286.31,192952.23,162623.48,127695.09,95510.15,69069.59,48871.855,34449.953,24801.236,18732.854,15119.565,12989.259,11648.959
6552.6997,6495.9062,7522.851,10268.939,15648.837,24775.129,38850.055,59027.773,86085.92,119988.266,158472.53,195109.6,206167.44,170927.0,108579.87,49990.945,8524.35,-15241.778,-27966.791,-37309.85,-49649.09,-64944.2,-77389.41,-84299.5,-85662.79,-80930.54,-69272.195,-50125.69,-23280.703,11687.751,54340.0,100752.016,122482.93,93983.26,44673.543,2956.7637,-35380.16,-70026.4,-94143.31,-106160.53,-108857.445,-101661.586,-81177.47,-44031.258,12221.353,77891.2,131983.38,164094.52,171405.03,150033.33,114101.75,80751.28,52497.9,30597.33,15291.653,6429.526,4029.7146,8125.6333,18651.041,35559.98,58936.99,88328.87,122183.35,157201.3,177867.42,171005.19,138605.47,82938.1,15459.658,-42060.48,-80441.625,-102489.83,-110686.48,-107845.6,-95727.73,-72010.43,-37768.418,-656.9867,38410.043,84250.78,109743.0,87947.35,45018.56,7628.752,-22193.025,-45269.93,-62647.75,-75007.23,-82544.72,-84672.6,-80592.79,-69557.22,-54136.74,-40803.383,-30419.373,-16925.033,7563.5225,50054.4,110030.64,168944.27,205399.23,201389.28,167394.95,130349.09,96864.26,69483.95,48443.004,33164.188,22649.58,15766.912,11475.194,8884.257,7354.3833
-3134.6614,-3081.9468,-1709.7572,1669.88,8041.4673,18579.424,34527.9,57036.055,86818.74,123642.09,164783.53,202823.27,211548.66,171650.53,106515.445,47641.754,7379.592,-14705.666,-25752.434,-33603.812,-44679.824,-58979.285,-70756.984,-77312.58,-78637.34,-74268.266,-63570.25,-46319.164,-22742.965,7174.116,42979.42,81264.72,103310.164,80859.1,33867.03,-6620.6743,-44246.023,-77991.96,-101135.945,-112215.086,-114133.59,-106839.79,-86712.56,-49742.137,6814.435,73804.66,130844.04,168140.2,184258.14,165097.62,122352.914,82552.875,48987.19,23038.646,4936.0483,-5559.5273,-8554.092,-4065.086,7880.771,27362.832,54564.63,89124.74,129474.375,171947.28,193350.03,179441.25,140232.1,79664.164,9077.212,-50029.652,-88747.08,-110172.695,-117407.74,-114373.06,-102880.86,-79721.4,-46248.855,-10303.72,27507.398,71615.375,92096.07,70931.91,36156.953,4863.633,-20800.258,-41230.81,-57065.164,-68676.06,-76038.445,-78410.09,-74781.24,-64224.39,-49324.383,-36612.574,-27007.035,-14464.205,8856.459,50249.78,110612.07,172422.7,212908.28,210628.02,175159.19,135379.75,98944.9,68797.33,45342.56,28063.285,15972.8,7907.1387,2771.1548,-378.76718,-2228.6768
