Ec;Rel;Erat_1;E50_1;c_1;phi_1;k0_1;Erat_2;E50_2;c_2;phi_2;k0_2;U_251_1;U_260_1;U_281_1;U_289_1;U_295_1;U_403_1;U_251_2;U_260_2;U_281_2;U_289_2;U_295_2;U_403_2;U_320_19.2;U_318_19.2;U_316_19.2;U_315_19.2;U_314_19.2;U_313_19.2;U_312_19.2;U_311_19.2;U_310_19.2;U_308_19.2;U_306_19.2
13.1;42.81;2.61;71.7;25.3;29;0.626;2.93;129;4.11;44.3;0.56;0;0.0025;-0.003454377;-0.009066383;-0.004065081;-0.006170177;-0.003077695;-0.008706715;-0.006138049;-0.000556833;1.45104E-05;-9.25783E-05;-5.07269E-05;-0.003025565;-0.010188969;-0.01614085;-0.023868809;-0.028007124;-0.024586879;-0.01781551;-0.011412407;-0.003504851;-0.000235303
12;36.7;2.6;64.2;24.5;30.3;0.954;2.51;129;7.63;39.9;0.59;0;0.0025;-0.002128194;-0.008507965;-0.003635644;-0.006302903;-0.003010769;-0.009386665;-0.006847351;-0.000675671;-1.84054E-05;-0.000307072;-0.000361541;-0.003556486;-0.010553028;-0.01594394;-0.02329676;-0.027222717;-0.024094569;-0.017772872;-0.011512323;-0.003654465;-0.000494995
13.9;69.67;2.95;60.3;31.6;28.2;0.858;2.18;124;3.57;42.6;0.503;0;0.0025;-0.003965839;-0.010137815;-0.005770673;-0.008216751;-0.00438793;-0.010134289;-0.007048788;-0.001220929;-0.000663051;-0.001319384;-1.1371E-06;-0.003365519;-0.011190096;-0.017115586;-0.025146725;-0.029352563;-0.025782455;-0.018759973;-0.012110991;-0.003466129;-0.000116211
13.1;64.3;2.51;59.3;25.6;29.1;1.04;2.03;118;5.71;42.3;0.491;0;0.0025;-0.003614152;-0.010228534;-0.006063545;-0.008781915;-0.004848348;-0.011003664;-0.007871531;-0.001696846;-0.001090212;-0.001904761;-0.000159518;-0.003809392;-0.011876317;-0.017642595;-0.025700297;-0.029844267;-0.026317433;-0.019317174;-0.01260229;-0.003666101;-0.000238973
12.9;42.46;2.53;66.4;31.7;31.2;0.806;2.49;127;4.28;41.5;0.623;0;0.0025;-0.002079292;-0.008323643;-0.003373183;-0.006195746;-0.002896808;-0.009071324;-0.006575173;-0.000574173;3.40712E-05;-0.000311002;-0.000390803;-0.003405279;-0.010105127;-0.015544586;-0.022767946;-0.026686447;-0.023606021;-0.017389309;-0.011240735;-0.003720409;-0.000566073
11.6;50.7;2.09;69.2;29.1;28.1;1.09;2.27;139;4.76;41.6;0.646;0;0.003;-0.000754082;-0.007532349;-0.002635783;-0.005709645;-0.002442706;-0.009360001;-0.007097508;-0.000621256;7.39574E-05;-0.000216494;-0.000709916;-0.003880565;-0.010382175;-0.015331513;-0.022104183;-0.025812794;-0.023033137;-0.017282601;-0.01131289;-0.00388138;-0.000850529
12.3;43.92;2.3;66.6;32.2;28.6;0.615;2.61;125;5.56;41.5;0.617;0;0.0025;-0.002524555;-0.008452895;-0.003336273;-0.006088543;-0.003060948;-0.009003355;-0.006486363;-0.000622371;6.5367E-06;-0.000251863;-0.000324649;-0.003274985;-0.010067125;-0.015841803;-0.02330208;-0.027335983;-0.024100825;-0.017647816;-0.01138153;-0.003836492;-0.000530802
13.1;63.89;2.57;72.2;33.6;29.7;0.93;2.16;132;4.96;42.3;0.536;0;0.0025;-0.003057205;-0.009392403;-0.004855261;-0.007420154;-0.003759826;-0.009813253;-0.006945193;-0.00093201;-0.000334128;-0.000859926;-0.000160888;-0.003436341;-0.010847847;-0.016448816;-0.024166588;-0.028221766;-0.024865981;-0.01817901;-0.011749451;-0.003484852;-0.000274366
11.7;35.61;2.14;70;22.7;29.3;0.646;2.56;144;5.2;42.2;0.646;0;0.0025;-0.001913575;-0.007870133;-0.002624524;-0.005326323;-0.002410173;-0.008592554;-0.006278273;-0.00031823;0.000343833;0.000253274;-0.000418046;-0.003296685;-0.009814804;-0.015406583;-0.022624554;-0.026564242;-0.023481062;-0.017275708;-0.011142454;-0.003861746;-0.000634322
13.1;58.84;2.82;64;28.6;30.3;1.02;2.11;118;5.11;42.2;0.646;0;0.0025;-0.001066154;-0.007943033;-0.003238876;-0.006786254;-0.00317378;-0.009861592;-0.007334785;-0.000960644;-0.000337512;-0.001048193;-0.000734808;-0.003879246;-0.010367328;-0.015405492;-0.02220348;-0.025946658;-0.023125889;-0.017328095;-0.011354655;-0.00395546;-0.0008847
12.6;34.83;2.33;63;32.8;28.8;1.08;2.68;142;6.01;40.9;0.543;0;0.0025;-0.002558564;-0.00886775;-0.004107759;-0.006201105;-0.002688563;-0.009010207;-0.006456977;-0.000388075;0.000227306;6.70763E-05;-0.000142602;-0.003365987;-0.010603072;-0.015875615;-0.023342598;-0.027272161;-0.02409612;-0.017665815;-0.011391344;-0.003257291;-0.000244423
13;44.85;2.51;60.7;19.8;29.8;0.745;2.07;114;6.93;40.7;0.633;0;0.0025;-0.002145063;-0.008608594;-0.003820061;-0.007325513;-0.003856178;-0.010003479;-0.00715078;-0.001038659;-0.000422081;-0.001218515;-0.000499529;-0.003560211;-0.010325175;-0.015913263;-0.023229705;-0.027201202;-0.024045635;-0.017737027;-0.011510069;-0.003952605;-0.00067748
15.1;57.21;2.1;63.3;26.3;31.1;1.04;2.47;117;6.21;43.5;0.581;0;0.0025;-0.00225944;-0.008803026;-0.004290712;-0.007022461;-0.00311534;-0.009325067;-0.006758701;-0.000764889;-0.000240338;-0.000783908;-0.000332923;-0.003499212;-0.0103886;-0.015554532;-0.022697445;-0.026547505;-0.023522828;-0.017368177;-0.011252473;-0.003468662;-0.000452184
12.8;38.23;2.08;67.4;29.9;28.6;0.989;2.69;137;4.69;41.6;0.461;0;0.0025;-0.004014316;-0.010024348;-0.005502057;-0.007214865;-0.00353;-0.009538112;-0.006589663;-0.000742074;-0.000151775;-0.000416075;0.000132707;-0.003243264;-0.011239439;-0.017030811;-0.02513196;-0.029325165;-0.025757091;-0.018701106;-0.012029791;-0.003178164;3.32465E-05
12.8;55.58;2.88;66.9;26.2;29.7;0.6;2.45;131;4.06;42.8;0.639;0;0.0025;-0.002282119;-0.008246262;-0.003139154;-0.005987337;-0.00286714;-0.008823092;-0.006329724;-0.00048963;0.000114974;-0.000186025;-0.000364385;-0.003218545;-0.009787657;-0.015467617;-0.022773169;-0.026758373;-0.023605013;-0.017298488;-0.011140902;-0.003821999;-0.000580524
13.6;33.48;2.55;62.9;27.6;29.2;1.03;2.4;127;5.05;42.3;0.56;0;0.0025;-0.002513336;-0.008971191;-0.004373934;-0.006940556;-0.003222137;-0.009510092;-0.006815332;-0.000754678;-0.000175847;-0.000621628;-0.000253288;-0.00348359;-0.010613777;-0.015923345;-0.023306945;-0.027231218;-0.024084758;-0.017720107;-0.011470594;-0.003446806;-0.000367518
12.6;48.09;2.54;65.8;20.8;30.3;0.895;2.99;121;5.92;41.6;0.53;0;0.0025;-0.003244421;-0.00923721;-0.004424322;-0.006538654;-0.003235955;-0.009234774;-0.006578942;-0.000716314;-0.000108878;-0.000293923;-9.40287E-05;-0.00331555;-0.010744068;-0.016418282;-0.024187688;-0.028273018;-0.024907868;-0.01817395;-0.011723557;-0.003451774;-0.000231482
13.9;55.82;2.76;52.7;27.8;30.7;0.907;2.05;113;5.1;42.4;0.488;0;0.0025;-0.00408941;-0.0104988;-0.006323464;-0.009096554;-0.00510597;-0.010952575;-0.007690196;-0.001720579;-0.001152034;-0.002065764;-0.00006839;-0.00363382;-0.011715379;-0.017700762;-0.025842989;-0.030077884;-0.02646383;-0.019349743;-0.012580888;-0.003666117;-0.000174314
14.4;52.81;2.71;65.1;27.5;30.4;0.82;2.5;123;5.64;41.9;0.589;0;0.0025;-0.002639406;-0.008833417;-0.004085056;-0.006735986;-0.00311553;-0.009039028;-0.006380247;-0.00055116;-0.000010707;-0.000462607;-0.000221213;-0.003232778;-0.01007936;-0.015556279;-0.022908853;-0.02687447;-0.023703871;-0.017340548;-0.011158496;-0.003484492;-0.000376808
11.3;54.61;2.16;69.5;22.5;31.6;0.887;2.61;118;7.11;41.9;0.598;0;0.0025;-0.002058097;-0.008390065;-0.003449564;-0.006291285;-0.00331536;-0.009767114;-0.007301167;-0.001080337;-0.000381271;-0.000639097;-0.000514145;-0.003781952;-0.010840206;-0.01637485;-0.023786886;-0.02774613;-0.024593886;-0.018231584;-0.011883814;-0.003982902;-0.000668151
13.4;39.51;2.71;66.1;31.3;29.6;0.979;2.35;135;5.53;44.3;0.47;0;0.0025;-0.003960754;-0.010095014;-0.005731644;-0.007736963;-0.00396558;-0.009890244;-0.00693276;-0.001077522;-0.000508053;-0.000946397;5.02198E-05;-0.003377705;-0.011355948;-0.017163664;-0.025239361;-0.029423088;-0.02585845;-0.018819299;-0.012147215;-0.003312669;-4.56161E-05
13.6;36.96;2.12;56.2;37.2;29.3;0.825;2.63;109;4.99;43.1;0.636;0;0.0025;-0.00174502;-0.008121609;-0.003218426;-0.006339739;-0.003031108;-0.009319699;-0.006908283;-0.000886452;-0.000302682;-0.000758603;-0.00059556;-0.003634065;-0.010179897;-0.015517944;-0.022531128;-0.026390819;-0.023434531;-0.017418936;-0.011337806;-0.003964786;-0.000782686
12.5;65.14;2.84;65.7;30.5;28.6;0.809;2.49;121;6.58;41;0.522;0;0.0025;-0.003667121;-0.009692471;-0.005026645;-0.007379624;-0.003963815;-0.00981278;-0.006894699;-0.001018224;-0.000401166;-0.000816929;-5.65437E-05;-0.003345844;-0.011014841;-0.01695158;-0.02493625;-0.029125923;-0.025598662;-0.018631283;-0.012020627;-0.003547404;-0.000191751
13.2;69.48;2.04;67;29.6;31.7;0.605;2.7;128;5.16;41.3;0.552;0;0.002;-0.00375082;-0.009390715;-0.004447544;-0.00664946;-0.003369584;-0.00887946;-0.006085604;-0.000502631;6.76866E-05;-0.000194093;4.80583E-05;-0.002922982;-0.01021034;-0.016270453;-0.0241176;-0.028318001;-0.02480819;-0.017915847;-0.011443373;-0.003420714;-0.000132254
10.6;53.82;2.19;61.7;20.6;30.5;0.756;2.22;135;6.06;42.8;0.56;0;0.0025;-0.002969185;-0.009039127;-0.00415946;-0.006787685;-0.003866447;-0.010026774;-0.007290149;-0.001150803;-0.000418991;-0.000701845;-0.000286292;-0.003586834;-0.011081459;-0.0170369;-0.024947854;-0.029097542;-0.02563007;-0.01876781;-0.012164551;-0.00387991;-0.000431887
11.7;65.36;2.66;69.9;43;30;0.999;2.39;122;6;41.4;0.516;0;0.0025;-0.003077679;-0.009460677;-0.004884405;-0.007364985;-0.003971903;-0.010292009;-0.007446521;-0.001256891;-0.000586719;-0.001001257;-0.000229919;-0.003712057;-0.011445636;-0.017120374;-0.025009157;-0.029096382;-0.02568439;-0.018871218;-0.012273898;-0.003675164;-0.000333207
13.3;36.4;2.43;72.4;30.8;30;1.03;2.73;152;6.11;42.5;0.486;0;0.0025;-0.003419955;-0.009441294;-0.004788218;-0.006441414;-0.002789259;-0.008803867;-0.006085522;-0.000271608;0.000295438;0.000158706;0.000102183;-0.003092075;-0.010627732;-0.016107494;-0.023882603;-0.027935317;-0.024556234;-0.017806495;-0.011403265;-0.002989215;4.1372E-06
13.2;66.32;2.27;71;37.4;28.8;1.07;2.78;125;5.3;41.6;0.552;0;0.0025;-0.002495586;-0.008876759;-0.004182814;-0.006471325;-0.002918993;-0.009222796;-0.006682634;-0.000629558;-3.81447E-05;-0.000295102;-0.000228479;-0.003477034;-0.010658202;-0.015928717;-0.023324717;-0.02724461;-0.024106443;-0.017740523;-0.011481626;-0.003398896;-0.000339805
12;32.22;2.9;68.2;31.7;29.3;0.911;2.79;120;5.55;41.2;0.575;0;0.0025;-0.002379603;-0.008610031;-0.003691041;-0.006236029;-0.003089835;-0.009384285;-0.00689533;-0.000815165;-0.000163498;-0.000373122;-0.000349692;-0.003567115;-0.010664271;-0.016166065;-0.023623025;-0.02759268;-0.024412058;-0.017995255;-0.011672302;-0.003720957;-0.000494123
12.4;64.5;2.47;66.2;33.7;31.4;0.638;2.47;126;3.33;42.6;0.581;0;0.0025;-0.003127071;-0.009014981;-0.004073282;-0.006666661;-0.003532812;-0.009335615;-0.006645053;-0.000830758;-0.000210466;-0.000531188;-0.000197107;-0.003255732;-0.010413114;-0.016356777;-0.024074618;-0.02820333;-0.02480174;-0.018068079;-0.01164199;-0.003732588;-0.000377482
12.9;46.1;2.56;62.9;25.4;28.5;0.81;2.26;121;6.89;41.3;0.477;0;0.0025;-0.004365808;-0.010409054;-0.006002228;-0.008321828;-0.00465307;-0.010359202;-0.007190238;-0.001355536;-0.000758063;-0.001362604;5.95744E-05;-0.003384666;-0.011505895;-0.017671945;-0.025946679;-0.03025631;-0.026541721;-0.019288834;-0.012451891;-0.003537529;-6.03829E-05
13.4;46.79;2.98;66.7;30.9;28.9;0.855;2.76;140;5.06;42;0.636;0;0.0025;-0.001679105;-0.007853559;-0.002782154;-0.005332852;-0.002035075;-0.008288606;-0.00602756;-9.94915E-05;0.000480054;0.00034048;-0.000386298;-0.003269931;-0.009651061;-0.014853992;-0.021782974;-0.02559296;-0.022682948;-0.01673787;-0.010784249;-0.003568209;-0.000569727
13.2;46.91;2.52;69.5;36;28.4;1.03;2.31;135;4.27;44;0.51;0;0.0025;-0.003211514;-0.009533344;-0.005070736;-0.007311227;-0.003617655;-0.009743145;-0.006942263;-0.000945512;-0.000357935;-0.000768655;-0.000105065;-0.003466128;-0.011066608;-0.016600793;-0.024380926;-0.028430475;-0.02506105;-0.018324416;-0.011853674;-0.003373704;-0.000202195
11.6;69.4;2.55;60.4;31.6;31.7;0.9;2.01;150;4.27;41.2;0.589;0;0.0025;-0.002225058;-0.008608914;-0.003810172;-0.006562621;-0.003216725;-0.009539992;-0.00686224;-0.000653456;0.000025632;-0.000352995;-0.000319531;-0.003488699;-0.010530974;-0.016021742;-0.023483854;-0.027449643;-0.024237776;-0.017804429;-0.011499593;-0.003619325;-0.000448784
11.3;56.91;2.36;62.8;35.1;29.1;0.804;2.55;130;4.56;41.9;0.629;0;0.0025;-0.001811775;-0.008019199;-0.00291353;-0.005759195;-0.002846356;-0.009261696;-0.00689718;-0.000743365;-4.76382E-05;-0.000221048;-0.000523427;-0.003621409;-0.010383523;-0.01589596;-0.023155563;-0.027082343;-0.024002645;-0.017777918;-0.011550211;-0.003976184;-0.000706528
10.5;33.38;2.75;68;31.5;30.5;0.9;2.3;142;4.81;41.7;0.487;0;0.0025;-0.003641676;-0.009724127;-0.005032677;-0.007156336;-0.004028123;-0.010282015;-0.007360845;-0.001194113;-0.000463203;-0.000711593;-8.79884E-05;-0.003590693;-0.011667647;-0.017687654;-0.025911564;-0.030143809;-0.02651206;-0.019355386;-0.012537349;-0.003648058;-0.000194018
10.8;52.41;2.72;66.1;31.5;29.5;0.86;2.78;125;5.14;44.5;0.528;0;0.0025;-0.00313768;-0.009124155;-0.004259363;-0.006481356;-0.00363973;-0.009889282;-0.00729667;-0.001229516;-0.000519378;-0.000607983;-0.000262598;-0.003660026;-0.011330249;-0.0172108;-0.025164442;-0.029304082;-0.0258498;-0.018967666;-0.012323164;-0.003830025;-0.000398683
14.3;69.9;2.59;62.2;25.2;29.9;0.686;2.67;121;4.87;40.9;0.453;0;0.002;-0.005213293;-0.010790502;-0.006330646;-0.008130241;-0.004302271;-0.009612491;-0.006348055;-0.000927395;-0.00040811;-0.000881222;0.000348436;-0.0029042;-0.011104638;-0.017478358;-0.025886852;-0.03031818;-0.02647357;-0.019055171;-0.012175618;-0.003211739;0.000199083
12.9;32.52;2.88;63.6;28.6;28.3;0.922;2.07;108;3.24;42.9;0.452;0;0.0025;-0.004673039;-0.011118575;-0.007104895;-0.009777209;-0.005883624;-0.011795578;-0.008436804;-0.002357825;-0.001746842;-0.002689237;-5.67703E-05;-0.003933277;-0.012642526;-0.01895231;-0.027488302;-0.031864412;-0.028043166;-0.020573547;-0.013466265;-0.003932566;-0.000154814
11.6;64;2.72;55;35.8;28.4;0.937;2.93;137;2.32;40.8;0.649;0;0.0025;-0.001153197;-0.007469614;-0.002252302;-0.004951443;-0.002000116;-0.00868291;-0.006576993;-0.000371694;0.000308637;0.00029742;-0.000605507;-0.003666015;-0.010131191;-0.015275507;-0.02214754;-0.025918305;-0.023080809;-0.017229479;-0.011224874;-0.003887808;-0.000785305
15;57.48;2.26;60.4;29.7;29.9;0.633;2.36;116;5.82;43.9;0.462;0;0.002;-0.005336065;-0.010983455;-0.006678816;-0.008828168;-0.00495145;-0.01010206;-0.006795522;-0.001398821;-0.000899162;-0.001590362;0.000263755;-0.003060207;-0.011317147;-0.017826602;-0.026282536;-0.030744722;-0.02684696;-0.019364612;-0.012419202;-0.003425408;0.000116313
13.5;34.37;2.4;67.9;27.6;30.5;0.987;2.87;114;5.19;41.6;0.493;0;0.0025;-0.00368319;-0.009843555;-0.005354637;-0.007415876;-0.003731968;-0.00970487;-0.006857247;-0.000987364;-0.000418569;-0.000790848;-1.12982E-05;-0.003393264;-0.01117012;-0.016857883;-0.024789661;-0.028923832;-0.02547346;-0.018586585;-0.012019538;-0.003371132;-0.000126591
13.8;42.13;2.64;69.6;27.5;30.8;0.841;2.69;126;4.46;41.7;0.606;0;0.0025;-0.002215267;-0.008399413;-0.003482241;-0.006087616;-0.002663233;-0.008761205;-0.006283373;-0.000399019;0.000164649;-0.000132183;-0.000306034;-0.003279712;-0.00994963;-0.015311336;-0.02249003;-0.026391728;-0.02333162;-0.01714431;-0.011049873;-0.003546826;-0.00047508
12.6;38.75;2.68;65.1;27.3;31.1;0.924;2.3;128;3.77;42.1;0.642;0;0.0025;-0.00144553;-0.007979947;-0.003097674;-0.006199478;-0.002850525;-0.009341543;-0.006908942;-0.000697151;-6.34354E-05;-0.00048807;-0.000578717;-0.003652216;-0.010214043;-0.015433893;-0.02241794;-0.026237221;-0.02330627;-0.0173296;-0.011264393;-0.003851675;-0.00074302
12.3;31.05;2.96;65.1;28.3;31.1;0.957;2.69;129;4.2;42.5;0.535;0;0.0025;-0.00287384;-0.009051416;-0.00428722;-0.006534528;-0.003221959;-0.009411198;-0.006804923;-0.000796591;-0.000167727;-0.000379743;-0.000193249;-0.003467213;-0.010841067;-0.016384562;-0.024047611;-0.028071119;-0.024777995;-0.018164117;-0.011750389;-0.003512116;-0.000315894
14;63.67;2.81;64.3;21.6;29.6;0.671;2.91;119;6.79;41.9;0.58;0;0.0025;-0.003140232;-0.008955276;-0.004004555;-0.006371416;-0.003050246;-0.008738464;-0.006096985;-0.000465551;7.65659E-05;-0.000194296;-9.99006E-05;-0.003033408;-0.009983911;-0.01574892;-0.023290886;-0.027362684;-0.024055932;-0.017474324;-0.011200828;-0.003482371;-0.000284743
14.6;69.06;2.89;61.5;22.7;30.4;1.05;2.5;130;5.52;43;0.608;0;0.0025;-0.001722013;-0.008261287;-0.003576612;-0.006247527;-0.002462633;-0.008823496;-0.006438462;-0.000398596;0.000143391;-0.000239045;-0.000394245;-0.003446871;-0.010022727;-0.015020553;-0.021913692;-0.025676237;-0.022794183;-0.016879056;-0.010912251;-0.003441142;-0.000524968
13;50.03;2.31;69.7;30.7;29.9;0.919;2.76;124;7.89;41.3;0.469;0;0.0025;-0.004125743;-0.010092643;-0.005572088;-0.007440738;-0.00378375;-0.009662996;-0.006675477;-0.000881675;-0.000298528;-0.000631749;0.000118311;-0.003240377;-0.011217776;-0.01711858;-0.025244767;-0.029474739;-0.025882775;-0.018793784;-0.012096894;-0.003284648;-1.2312E-06
12.5;61.02;2.46;66.3;29.4;28.8;0.854;2.1;121;7.2;43;0.609;0;0.0025;-0.002121744;-0.008612122;-0.003893486;-0.007107509;-0.003709477;-0.009980684;-0.007264238;-0.001088321;-0.000450346;-0.001071286;-0.000487314;-0.00366085;-0.010588214;-0.016101325;-0.02345448;-0.027409403;-0.024254821;-0.017923215;-0.011649651;-0.003894298;-0.000642993
12.8;48.03;2.63;65.9;25.1;28.8;0.817;2.98;129;4.91;43.4;0.506;0;0.0025;-0.003712509;-0.009467417;-0.004661476;-0.006534335;-0.003251202;-0.009047957;-0.006345433;-0.000654603;-6.83435E-05;-0.000199566;2.83188E-05;-0.00314371;-0.010704803;-0.016556153;-0.02446557;-0.028628815;-0.025149481;-0.018248757;-0.011717861;-0.003347918;-0.000116746
12.7;53.31;2.2;69.5;32.6;29.2;0.969;2.54;124;5.82;40.8;0.585;0;0.0025;-0.002283916;-0.008679369;-0.003902876;-0.006529995;-0.00309996;-0.009397219;-0.00683227;-0.000725316;-0.00010481;-0.000446987;-0.000327902;-0.003529776;-0.010564149;-0.015933283;-0.023292692;-0.027219549;-0.024086745;-0.017752845;-0.011501437;-0.003593616;-0.000457793
13.3;67.91;2.27;68.7;28.6;29.8;1.1;2.56;146;6.32;42.1;0.597;0;0.0025;-0.001647666;-0.008144918;-0.003332084;-0.005745187;-0.002159428;-0.008679461;-0.006325337;-0.000196925;0.000394152;0.000204053;-0.000338954;-0.003419093;-0.010087547;-0.015057863;-0.02201293;-0.025779683;-0.02288124;-0.016924994;-0.010928258;-0.003349203;-0.000459914
12.1;59.91;2.92;71.2;26.9;30.7;0.995;2.37;129;4.65;41.3;0.575;0;0.0025;-0.002314109;-0.008772088;-0.004045132;-0.006702036;-0.003319642;-0.009703938;-0.007087615;-0.000885378;-0.000232413;-0.000593373;-0.000348035;-0.003639064;-0.010829971;-0.016239846;-0.023694959;-0.027641822;-0.024460366;-0.018044552;-0.01171364;-0.003646814;-0.000465414
14.6;35.3;2.95;62.6;37.3;28.9;0.611;2.71;131;5.78;42.8;0.479;0;0.002;-0.004893123;-0.010293502;-0.005639601;-0.007392323;-0.003778722;-0.008956156;-0.005865231;-0.000569371;-6.86376E-05;-0.000404489;0.000330782;-0.0027001;-0.010497764;-0.016791608;-0.024988601;-0.029354954;-0.025599059;-0.018354004;-0.011652419;-0.003114506;0.000168377
11.2;46.17;2.11;61.5;31.7;31.1;0.812;2.39;132;5.3;42.3;0.636;0;0.0025;-0.001615578;-0.007919115;-0.002851712;-0.005848474;-0.002914035;-0.009402787;-0.007025578;-0.000802306;-9.64723E-05;-0.000333312;-0.000588723;-0.003688813;-0.010392697;-0.01586609;-0.0230634;-0.026968904;-0.023922661;-0.01775911;-0.011553788;-0.004036301;-0.000770943
12.9;44.07;2.2;61.5;29;30.9;0.674;2.69;130;4.51;42.6;0.578;0;0.0025;-0.003053469;-0.008870313;-0.003876756;-0.006230076;-0.003053022;-0.008833702;-0.006250668;-0.00052264;6.76803E-05;-0.000131833;-0.000134066;-0.003113201;-0.010137128;-0.01595127;-0.023560444;-0.027640726;-0.024305824;-0.017675018;-0.011348105;-0.003556472;-0.000314725
13.3;62.32;2.54;67.5;26.7;32.6;0.991;2.96;130;5.08;40.7;0.579;0;0.0025;-0.002259994;-0.008491067;-0.003577252;-0.005875059;-0.002453108;-0.008718256;-0.006269678;-0.000308735;0.000274449;0.00011042;-0.000235501;-0.003320469;-0.010185674;-0.015419421;-0.022645133;-0.026523259;-0.02346976;-0.017255088;-0.011125789;-0.003376338;-0.000372087
12.3;51.24;2.72;66.2;29.7;31.7;0.99;2.37;132;4.22;40.4;0.573;0;0.0025;-0.002362656;-0.00878773;-0.004040635;-0.006649383;-0.00320901;-0.009539645;-0.006906023;-0.000743474;-0.00010222;-0.000459531;-0.000299459;-0.003546209;-0.010696709;-0.0160943;-0.023539988;-0.027486667;-0.024306154;-0.017894315;-0.011590726;-0.003565471;-0.000418282
12.8;54.05;2.31;60.6;26.9;30.5;1.09;2.55;137;7.25;44.1;0.45;0;0.0025;-0.003865499;-0.010067242;-0.005679803;-0.007444373;-0.003679366;-0.009915703;-0.006959483;-0.000988013;-0.000395296;-0.000718305;5.35564E-05;-0.003452207;-0.011557102;-0.017242858;-0.025330847;-0.029480139;-0.025939621;-0.018912049;-0.012222624;-0.00323549;-1.79766E-05
13.2;63.28;2.26;58.4;35.5;29.5;0.672;2.06;130;4.82;42.7;0.535;0;0.0025;-0.003781994;-0.009766582;-0.005153637;-0.007791165;-0.004241487;-0.009842549;-0.006792753;-0.001017969;-0.000433077;-0.001045961;-3.90406E-05;-0.003200137;-0.010723545;-0.016806826;-0.024769377;-0.028991345;-0.02541482;-0.018423885;-0.011838025;-0.003559708;-0.000186031
11.7;63.11;2.68;61.6;28.7;30.5;0.856;2.12;132;4.96;42.1;0.63;0;0.0025;-0.001695946;-0.008177279;-0.003301475;-0.006453167;-0.003240656;-0.009684336;-0.007133117;-0.000868942;-0.00018827;-0.000635532;-0.000549303;-0.003676898;-0.010441388;-0.015864419;-0.023081277;-0.026984207;-0.023913749;-0.017720629;-0.011515931;-0.003924407;-0.000710785
13;39.46;2.23;59.8;34.6;30.2;0.778;2.77;142;4.44;41.5;0.498;0;0.0025;-0.003991431;-0.009659068;-0.004849547;-0.006617439;-0.003189083;-0.008838527;-0.005998569;-0.00038375;0.000190319;2.72584E-05;0.000170299;-0.002924036;-0.010524455;-0.016448583;-0.024425669;-0.028631648;-0.02508161;-0.018099027;-0.011547091;-0.003154013;2.78505E-05
13;35.82;2.38;68.4;35.3;31.1;0.665;2.3;134;5.39;41.3;0.54;0;0.0025;-0.00376735;-0.009590293;-0.00481523;-0.007170962;-0.003738795;-0.009327436;-0.006391677;-0.000688412;-0.000101586;-0.000513202;2.94375E-05;-0.003044542;-0.010478767;-0.016526334;-0.024448216;-0.028658368;-0.0251093;-0.018157372;-0.011621718;-0.003433222;-0.000126726
10.9;56.14;2.79;66.7;33.7;29.4;0.769;2.41;130;4.31;39.4;0.642;0;0.0025;-0.0017181;-0.007981194;-0.002821719;-0.005893253;-0.00300498;-0.009460397;-0.006994899;-0.00075697;-3.08269E-05;-0.000300411;-0.000555504;-0.003650422;-0.010396014;-0.015951654;-0.023229448;-0.027171358;-0.024079962;-0.017844712;-0.011601095;-0.004054096;-0.000744731
12;62.15;2.7;63;25.1;30.4;0.643;2.43;124;4.25;40.1;0.483;0;0.0025;-0.004736799;-0.010415763;-0.00575548;-0.007876944;-0.004510791;-0.010127684;-0.006897263;-0.001187001;-0.000556097;-0.000981817;0.000152851;-0.003175946;-0.011341839;-0.017814279;-0.026239704;-0.03066476;-0.02682508;-0.019397514;-0.012458721;-0.003555853;4.9672E-06
14.5;51.08;2.07;73.6;34;30.1;0.655;2.33;118;4.02;41.2;0.531;0;0.002;-0.004118414;-0.009991802;-0.005396835;-0.007927589;-0.00422756;-0.009661034;-0.006539996;-0.000941118;-0.000412981;-0.00105476;5.92732E-05;-0.003052441;-0.010588091;-0.016696077;-0.024662621;-0.028916955;-0.02532527;-0.018317407;-0.011741119;-0.003452954;-0.000100303
11.6;43.03;2.23;74.1;28.2;30.6;0.766;2.86;131;4.75;40.7;0.632;0;0.0025;-0.001920135;-0.007976645;-0.002753601;-0.005404067;-0.002503932;-0.008820731;-0.006511184;-0.000476892;0.00019465;0.000122668;-0.000437613;-0.00345684;-0.010142793;-0.01564782;-0.022882815;-0.026805837;-0.023737632;-0.017528897;-0.011349946;-0.003859918;-0.000631394
