Ec;Rel;Erat_1;E50_1;c_1;phi_1;k0_1;Erat_2;E50_2;c_2;phi_2;k0_2;SF_6652_19;SF_6651_19;SF_6650_19;SF_6649_19;SF_6648_19;SF_6647_19;SF_6646_19;SF_6645_19;SF_6644_19;SF_6643_19;SF_6642_19;SF_6641_19;SF_6624_19;SF_6623_19;SF_6622_19;SF_6621_19;SF_6620_19;SF_6619_19;SF_6618_19;SF_6617_19;SF_6616_19;SF_6615_19;SF_6614_19;SF_6613_19;SF_6612_19;SF_6611_19;SF_6610_19;SF_6609_19;SF_6608_19;SF_6607_19;SF_6606_19;SF_6605_19;SF_6604_19;SF_6581_19;SF_6580_19;SF_6579_19;SF_6578_19;SF_6577_19;SF_6576_19;SF_6575_19;SF_6574_19;SF_6573_19;SF_6572_19;SF_6571_19;SF_6570_19;SF_6569_19;SF_6568_19;SF_6567_19;SF_6566_19;SF_6709_19;SF_6708_19;SF_6707_19;SF_6706_19;SF_6705_19;SF_6704_19;SF_6703_19;SF_6702_19;SF_6701_19;SF_6700_19;SF_6699_19;SF_6698_19;SF_6697_19;SF_6696_19;SF_6695_19;SF_6716_19;SF_6717_19;SF_6718_19;SF_6719_19;SF_6720_19;SF_6721_19;SF_6722_19;SF_6723_19;SF_6724_19;SF_6725_19;SF_6726_19;SF_6727_19;SF_6728_19;SF_6729_19;SF_6730_19;SF_6731_19;SF_6691_19;SF_6690_19;SF_6689_19;SF_6688_19;SF_6687_19;SF_6686_19;SF_6685_19;SF_6684_19;SF_6683_19;SF_6682_19;SF_6681_19;SF_6680_19;SF_6679_19;SF_6678_19;SF_6677_19;SF_6676_19;SF_6675_19;SF_6674_19;SF_6673_19;SF_6672_19;SF_6671_19;SF_6664_19;SF_6663_19;SF_6662_19;SF_6661_19;SF_6660_19;SF_6659_19;SF_6658_19;SF_6657_19;SF_6656_19;SF_6655_19;SF_6654_19;SF_6653_19;SF_6652_19;SF_6651_19;SF_6650_19;SF_6649_19;SF_6648_19;SF_6647_19;SF_6646_19;SF_6645_19;SF_6644_19;SF_6643_19;SF_6642_19;SF_6641_19;SF_6624_19;SF_6623_19;SF_6622_19;SF_6621_19;SF_6620_19;SF_6619_19;SF_6618_19;SF_6617_19;SF_6616_19;SF_6615_19;SF_6614_19;SF_6613_19;SF_6612_19;SF_6611_19;SF_6610_19;SF_6609_19;SF_6608_19;SF_6607_19;SF_6606_19;SF_6605_19;SF_6604_19;SF_6581_19;SF_6580_19;SF_6579_19;SF_6578_19;SF_6577_19;SF_6576_19;SF_6575_19;SF_6574_19;SF_6573_19;SF_6572_19;SF_6571_19;SF_6570_19;SF_6569_19;SF_6568_19;SF_6567_19;SF_6566_19;SF_6709_19;SF_6708_19;SF_6707_19;SF_6706_19;SF_6705_19;SF_6704_19;SF_6703_19;SF_6702_19;SF_6701_19;SF_6700_19;SF_6699_19;SF_6698_19;SF_6697_19;SF_6696_19;SF_6695_19;SF_6716_19;SF_6717_19;SF_6718_19;SF_6719_19;SF_6720_19;SF_6721_19;SF_6722_19;SF_6723_19;SF_6724_19;SF_6725_19;SF_6726_19;SF_6727_19;SF_6728_19;SF_6729_19;SF_6730_19;SF_6731_19;SF_6691_19;SF_6690_19;SF_6689_19;SF_6688_19;SF_6687_19;SF_6686_19;SF_6685_19;SF_6684_19;SF_6683_19;SF_6682_19;SF_6681_19;SF_6680_19;SF_6679_19;SF_6678_19;SF_6677_19;SF_6676_19;SF_6675_19;SF_6674_19;SF_6673_19;SF_6672_19;SF_6671_19;SF_6664_19;SF_6663_19;SF_6662_19;SF_6661_19;SF_6660_19;SF_6659_19;SF_6658_19;SF_6657_19;SF_6656_19;SF_6655_19;SF_6654_19;SF_6653_19;SM_6652_19;SM_6651_19;SM_6650_19;SM_6649_19;SM_6648_19;SM_6647_19;SM_6646_19;SM_6645_19;SM_6644_19;SM_6643_19;SM_6642_19;SM_6641_19;SM_6624_19;SM_6623_19;SM_6622_19;SM_6621_19;SM_6620_19;SM_6619_19;SM_6618_19;SM_6617_19;SM_6616_19;SM_6615_19;SM_6614_19;SM_6613_19;SM_6612_19;SM_6611_19;SM_6610_19;SM_6609_19;SM_6608_19;SM_6607_19;SM_6606_19;SM_6605_19;SM_6604_19;SM_6581_19;SM_6580_19;SM_6579_19;SM_6578_19;SM_6577_19;SM_6576_19;SM_6575_19;SM_6574_19;SM_6573_19;SM_6572_19;SM_6571_19;SM_6570_19;SM_6569_19;SM_6568_19;SM_6567_19;SM_6566_19;SM_6709_19;SM_6708_19;SM_6707_19;SM_6706_19;SM_6705_19;SM_6704_19;SM_6703_19;SM_6702_19;SM_6701_19;SM_6700_19;SM_6699_19;SM_6698_19;SM_6697_19;SM_6696_19;SM_6695_19;SM_6716_19;SM_6717_19;SM_6718_19;SM_6719_19;SM_6720_19;SM_6721_19;SM_6722_19;SM_6723_19;SM_6724_19;SM_6725_19;SM_6726_19;SM_6727_19;SM_6728_19;SM_6729_19;SM_6730_19;SM_6731_19;SM_6691_19;SM_6690_19;SM_6689_19;SM_6688_19;SM_6687_19;SM_6686_19;SM_6685_19;SM_6684_19;SM_6683_19;SM_6682_19;SM_6681_19;SM_6680_19;SM_6679_19;SM_6678_19;SM_6677_19;SM_6676_19;SM_6675_19;SM_6674_19;SM_6673_19;SM_6672_19;SM_6671_19;SM_6664_19;SM_6663_19;SM_6662_19;SM_6661_19;SM_6660_19;SM_6659_19;SM_6658_19;SM_6657_19;SM_6656_19;SM_6655_19;SM_6654_19;SM_6653_19
12.5;52.85;2.21;73.9;21.6;29.7;0.619;2.79;135;4.29;43.1;0.578;-1328811.2;-1331934.2;-1338354.4;-1348195.4;-1361238.1;-1377400;-1396584.1;-1418637.8;-1443884.1;-1472354.5;-1505660.1;-1544955.5;-1565070.5;-1593655.4;-1643948.2;-1699989.5;-1755076.4;-1807826.5;-1858301.1;-1903624.9;-1943173.8;-1975534.4;-1998775.8;-2015019.1;-2022309.2;-2021244.9;-2013314.9;-2000064.4;-1982521.4;-1961480;-1936638;-1912498.4;-1881758.4;-1839704.2;-1836740.9;-1820074.4;-1798322;-1766399.6;-1728870;-1684637.4;-1636938.2;-1584087.6;-1527602;-1468131.2;-1405102.9;-1349545.8;-1302058.6;-1249111;-1185169.2;-1159857.6;-1155682.2;-1159898;-1165882.1;-1168704;-1173181.5;-1177018.8;-1178717.1;-1178179.8;-1176226.6;-1175134.8;-1176434;-1174130.8;-1171289.1;-1174756.8;-1225432.9;-1286314.4;-1342862.4;-1393276;-1453686.8;-1523988.2;-1593207.5;-1659403.6;-1720808.9;-1771941.2;-1814713.4;-1855085.5;-1894545.8;-1929406.8;-1954147.1;-1965923.9;-2013693.5;-2052814.2;-2078314.8;-2101071.2;-2119133.2;-2131843.5;-2138494.8;-2138797.8;-2131528.2;-2116013.5;-2091371.1;-2060433;-2020468;-1973389;-1920807;-1863502;-1804980.5;-1743961.5;-1679558.5;-1607609.8;-1611704.4;-1556971.9;-1517536.5;-1481938.9;-1451482.2;-1424676.5;-1401276.6;-1381226.1;-1364184.1;-1350509.8;-1339996.6;-1332881.2;-1329061.4;1239.6934;406.8471;-1426.7191;-4874.4927;-10496.127;-18607.592;-29350.805;-42521.61;-56906.58;-70506.65;-76377.03;-64606.67;20050.033;105752.234;116027.36;90467.54;54148.598;26702.184;15493.653;17271.482;29365.875;31317.355;19935.873;9527.549;-1753.3608;-13982.883;-28222.459;-42769.586;-57713.098;-73355.625;-86254.336;-86813.01;7720.0884;103586.734;82923.5;70187.234;68793.96;57318.695;31787.592;13999.76;-3647.2563;-26367.451;-54873.457;-88542.96;-127984.586;-126409.35;-85684.08;-42249.156;15494.909;75802.82;74901.1;66698.55;54240.047;39985.39;26108.709;12122.1875;-2041.7468;-16076.235;-29618.178;-42915.69;-56297.906;-67621.72;-74551.49;-72347.99;-14358.684;41540.742;86130.03;128427.9;130373.55;89585.69;55477.4;27683.666;4931.7905;-13274.815;-31734.32;-56699.047;-67584.74;-64623.938;-76019.46;-95660.8;-4585.6284;81890.88;76307.69;62173.336;48787.89;37515.617;27795.51;18351.773;8407.79;-3314.0728;-15740.55;-30321.758;-31077.209;-19949.828;-17999.574;-28558.28;-55596.89;-92567.93;-117626.99;-88017.93;-39907.824;58564.17;72228.57;68596.78;56763.055;43583.38;31364.498;20984.627;13186.713;7660.655;4256.4688;2447.0422;1681.4628;11693.91;11288.583;11539.645;13090.807;16874.576;24039.008;35844.875;53537.637;78013.766;109378.95;145537.14;180242.94;190946.06;158312.6;100782.3;47216.91;9703.073;-11269.859;-22215.584;-30714.96;-42812.824;-58173.105;-70844.61;-78128.94;-80050.97;-76160.45;-65725.9;-48174.312;-23331.715;9072.816;48533.727;91321.7;110876.086;83286.836;37048.41;-909.8018;-35365.16;-66421.64;-88188.06;-99372.766;-101901.63;-94569.78;-74724.66;-39691.617;13200.597;75336.66;127135.72;158380.52;164914.66;142703.69;106069.516;71648.47;42249.86;19344.877;3278.2593;-6015.175;-8465.6;-4061.3523;7046.3667;24678.41;48795.95;78919.2;113479.67;149189.03;170335.67;163596.73;131944.78;78751.836;15065.186;-38665.3;-74100.58;-94414.76;-102381.9;-100343.9;-89349.29;-67747.26;-37141.918;-4365.5596;30501.832;73063.7;97913.06;78800.65;39688.73;5451.5996;-21981.693;-43318.74;-59465.812;-70874.945;-77490.79;-78750.13;-74039.195;-62651.062;-47093;-33856.44;-24012.252;-11935.006;9895.095;48329.47;102854.66;156199.58;189383.89;185319.4;153122.31;118455.49;87595.78;62893.61;44443.766;31557.037;23145.115;18013.14;15079.515;13429.318;12413.009
13.5;46.3;2.37;59.6;30.9;30.5;0.983;2.02;140;3.77;42;0.474;-1377817.4;-1379674.6;-1383549.6;-1389675.9;-1397920.8;-1408320.2;-1420806.6;-1435213.6;-1452132.8;-1471721.5;-1495854.5;-1525987.5;-1534269.6;-1566416.8;-1623350.5;-1686770.8;-1749629;-1811942.5;-1868742.5;-1921109.8;-1967495.8;-2005607.5;-2033436.2;-2053162.9;-2062807.8;-2061837.4;-2052185.9;-2035933.4;-2013523.9;-1985596.6;-1951862.6;-1916548.1;-1851127.4;-1832642.5;-1816888.6;-1792187.4;-1764446.6;-1725469.6;-1680715.2;-1627238.6;-1567625.4;-1504895.6;-1440029;-1373631.5;-1305556.9;-1247373.6;-1200119.1;-1152882.6;-1104437.9;-1051848.6;-1028201.94;-1025800.3;-1025580.2;-1024317.5;-1023374.5;-1023560.5;-1024065.25;-1025363.56;-1027905.4;-1032296.8;-1036848.6;-1039007.8;-1042038.75;-1062691.6;-1130822.5;-1186825.4;-1241582.4;-1291737;-1352467.8;-1424193.4;-1495796;-1566599.8;-1634954;-1697720.5;-1755674.5;-1803193.9;-1848685.4;-1889703.9;-1921822.6;-1939802.8;-1972781.5;-2042268.8;-2078367.5;-2109591.8;-2132980;-2149151;-2158178;-2159893.2;-2153236;-2136885.2;-2111257.8;-2078631.8;-2035565.8;-1984183;-1926033.2;-1864065.9;-1795865.2;-1727982.5;-1656542.2;-1578647.8;-1579202;-1540404.2;-1510072.9;-1483087.2;-1460938.5;-1441970.6;-1425883.6;-1412407.9;-1401046.9;-1392138.2;-1385278;-1380647;-1378057.5;1408.6901;-920.4918;-4422.0254;-9739.6045;-17262.93;-27021.1;-38854.65;-52219.51;-65707.46;-76814.766;-78129.02;-58614.266;35357.402;118567.16;122782.22;94032.02;58673.54;30448.262;17146.195;19777.268;33072.832;35367.1;23380.65;11258.055;-2284.921;-16863.729;-32525.248;-47742.473;-61060.934;-71261.88;-75886.22;-69259.695;-1488.5645;100834.72;82834.73;74069.85;72829.16;59581.87;33444.754;17403.365;1024.1604;-28610.576;-63538.92;-100075.8;-139359.66;-137707.58;-98129.14;-58484.95;-2561.0544;91066.4;96639.81;89665.87;75548.484;57472.363;38005.566;17465.396;-3684.3245;-23993.768;-42512.934;-59694.02;-75369.445;-87555.66;-93225.97;-87017.266;-5190.151;57806.723;103144.74;143527.27;144218.73;102548.55;64036.37;28941.494;-1984.7001;-22461.227;-35780.574;-58409.9;-69832.53;-65822.82;-74320.305;-90543.57;2021.2585;63549.633;66423.945;60609.6;52147.684;42977.64;32867.33;21043.963;8481.729;-4710.705;-18260.174;-33925.59;-35293.523;-24161.494;-22071.943;-36218.207;-64682.543;-98581.41;-124517.43;-99353.62;-52206.87;51741.543;73944.06;74997.57;65590.81;53300.7;40869.277;29583;20462.635;13478.9;8594.434;5381.331;3246.1838;5311.5073;5191.328;6506.4897;9992.644;16639.828;27541.182;43757.746;66177.375;95207.336;130291.89;168434.23;202096.17;207353.38;167424.89;104818.13;48575.875;8963.618;-14154.841;-26500.984;-36079.043;-49788.51;-67111.62;-81636.016;-90199.85;-92418.3;-87684.125;-75473.53;-55628.695;-28728.943;3985.6392;40365.562;76250.44;93741.74;69111.44;23577.28;-15321.479;-51739.773;-84349.47;-107073.53;-119494.45;-123995.84;-117257.164;-94747.336;-54780.363;3707.6733;71381.71;128979.54;167229;182138.12;160626.53;114997.58;69709.07;29547.602;-2788.043;-25997.488;-39481.76;-42831.76;-36103.574;-19936.658;4908.5273;37740.703;77345.69;121291.36;165106.16;187545.66;174501.03;134598.16;73443.54;2631.442;-57647.574;-98340.09;-121052.27;-127637.15;-121665.62;-107438.59;-84430.24;-52849.727;-19218.889;15524.479;56396.477;78343.766;62132.477;29998.703;-1408.2302;-29285.564;-52803.652;-71555.04;-84883.695;-92183.414;-93115.74;-87436.58;-74534.52;-56991.754;-41568.953;-29575.857;-14455.218;11718.736;54069.87;111942.37;170015.2;209330.44;210135.89;179196;142531.22;107922.71;78655.31;55473.582;38130.418;25810.738;17455.387;12021.618;8581.219;6457.393
12.4;43.72;2.96;76.7;31.1;30;1;2.84;138;6.48;41.5;0.588;-1436646.9;-1438191.6;-1441266.1;-1446121;-1452583.8;-1460714.8;-1470531.6;-1481962.5;-1495634.4;-1511791.4;-1532514.6;-1559032.5;-1562303.5;-1580648;-1625789.8;-1680168.4;-1733168.4;-1786044.9;-1837616.5;-1884825.5;-1926587.8;-1961350.8;-1987149.2;-2005890.5;-2015597;-2016731.4;-2010849.4;-1999505;-1983747.9;-1964313.8;-1940812.1;-1917776.4;-1888385.4;-1843321.2;-1844255.5;-1829945.4;-1809861.2;-1779666.9;-1742630.6;-1698625.5;-1648939.9;-1593465.2;-1535321.5;-1475968.4;-1414197.1;-1359268.4;-1311680.6;-1258740.8;-1194285.2;-1172454.8;-1169109;-1174329;-1180647.9;-1183922.6;-1188680.4;-1192625.4;-1194381.6;-1193947.4;-1191902.2;-1190310.5;-1191323.9;-1188533.2;-1184056.1;-1186300.5;-1236093.4;-1297597.2;-1354653.9;-1405673.1;-1465878.4;-1535792.8;-1604939.8;-1672115.4;-1735109.1;-1787503.6;-1833584.4;-1873694.1;-1912716.9;-1946062.8;-1968734.8;-1977561.5;-2028708.4;-2066601.8;-2090691.8;-2111489.8;-2127203.8;-2137290;-2141129.2;-2138500.2;-2128385.2;-2110364;-2083570.4;-2050403;-2008645.9;-1959990;-1905714.9;-1847003.6;-1786977.5;-1726255.9;-1662392.2;-1594076.6;-1607113.6;-1569395.9;-1542624.5;-1519537.1;-1501391;-1486174.5;-1473482.4;-1463006.6;-1454204.5;-1447412.6;-1442165.1;-1438670.4;-1436716.9;965.5;-883.6669;-3742.327;-8270.148;-14973.853;-24102.816;-35749.74;-49610.684;-64483.867;-77981.734;-82864.875;-68638.77;28508.465;118933.22;125476.49;94342.805;53782.836;24878.553;13379.176;15350.527;27693.021;30245.662;19605.67;9844.914;-982.6209;-13111.25;-27399.725;-42074.375;-57292.066;-73503.72;-87353.18;-89254.164;9010.623;101396.93;81450.27;68770.04;67730.83;56420.938;31382.936;13775.919;-1961.3392;-24370.645;-53902.434;-88494.18;-128092.055;-125691.49;-83503.43;-39806.38;15446.759;74555.805;72938.32;64762.965;52459.863;38489.773;25056.566;11591.092;-2078.6758;-15654.783;-28804.746;-41695.88;-54740.707;-65688.32;-72234.03;-69871.516;-15732.089;38043.984;83514.125;127716.84;130659.516;90158.3;55937.01;27479.531;3903.0864;-14525.51;-30641.004;-56567.215;-67115.766;-64138.89;-75463.65;-94718.41;-4899.253;85481.75;78102.74;62499.89;48217.7;36554.324;26881.996;17905.521;8687.347;-2691.2427;-15510.078;-30342.791;-30594.922;-18833.201;-16253.043;-27000.424;-55196.094;-95631.26;-127524.39;-101454.5;-46564.89;60930.7;78006.75;75566.1;64063.957;50694.4;37988.33;26873.857;18114.363;11571.216;7083.526;4222.9106;2424.3003;-2796.9705;-2817.1152;-1678.3394;1278.7592;7000.7104;16620.174;31354.014;52367.1;80453.64;115524.26;155119.69;192415.16;201916.72;163669.92;100269.305;43247.523;4823.3135;-15581.686;-25505.854;-32958.426;-44124.047;-58785.426;-71110.336;-78391.49;-80582.53;-77098.07;-67082.414;-49906.117;-25339.49;6997.5615;46766.758;90429.94;110268.8;82903.37;37573.055;331.41656;-33509.035;-64082.652;-85530.92;-96562.1;-99448.12;-93015.87;-73895.7;-39111.78;13794.769;75781.76;126872.92;156988.56;162937.86;141041.78;105187.87;71714.47;43219.113;21110.436;5663.145;-3245.4248;-5557.77;-1246.9956;9560.539;26698.328;50140.81;79415.55;112942.68;147486.7;168371.84;162840.3;132703.78;80335.664;16755.438;-37184.777;-72872.2;-93248.79;-100914.78;-98319.984;-87286.93;-65984.164;-35527.297;-2987.453;31621.895;73812.34;98505.61;78582.95;38139.453;3377.79;-23995.268;-44953.68;-60637.24;-71710.195;-78284.83;-79767.266;-75267.3;-63930.94;-48492.79;-35670.992;-26569.514;-15349.435;5972.5864;45097.63;102984.87;162382.69;200779.34;197859.17;163657.1;125852.24;91479.65;63229.703;41398.77;25431.713;14357.009;7049.3413;2457.1233;-326.17;-1962.5068
13.6;37.05;2.41;63.7;23.4;30.6;1.05;2.42;124;4.09;42.5;0.635;-1468534.4;-1469797.5;-1472267.9;-1476222.8;-1481499.2;-1488189.1;-1496355.5;-1505956.1;-1517697.2;-1531900.6;-1550840.4;-1576132.9;-1577685.1;-1591290.1;-1633717.8;-1685497;-1735277.9;-1786675;-1837094.6;-1884215.6;-1926307.8;-1961937;-1989056.2;-2009736.1;-2021965.9;-2026880;-2025369.4;-2019132.9;-2009344.6;-1996618.2;-1980668;-1964761;-1946274.4;-1908652.8;-1910941.4;-1899574.2;-1883098.6;-1856057;-1821535.2;-1779646.5;-1731452.8;-1675883.2;-1616722.6;-1556628.1;-1495333.2;-1440249.6;-1393488.1;-1341862;-1281028.6;-1269340;-1268743.8;-1277758.1;-1285832.5;-1290197.6;-1294262.9;-1297501.4;-1299150.8;-1299080.2;-1297766;-1296092.8;-1294013.9;-1287580;-1279089;-1279379.9;-1323071.2;-1388816.9;-1446926.4;-1498056.5;-1560059.8;-1631350.9;-1701016.5;-1767806.4;-1828679.4;-1879588.4;-1923769.8;-1961525.5;-1996910.8;-2024979.1;-2042597.5;-2047550;-2093078.9;-2119021;-2136210.2;-2150194;-2159894.8;-2164643.8;-2163737.8;-2156838.2;-2143159.5;-2121918.5;-2092362.8;-2057030;-2013764.4;-1964244.8;-1909613.9;-1851627.6;-1792478.4;-1733949.8;-1672245.6;-1605209.1;-1623501.8;-1585788.6;-1560095.1;-1538835.6;-1522699.5;-1509519;-1498756.4;-1490034.1;-1482757;-1477242.5;-1472976.1;-1470160.4;-1468562.1;766.06274;-1866.3108;-5503.3086;-10804.323;-18261.238;-28102.375;-40370.785;-54668.26;-69732.61;-83103.5;-87366.73;-71578.24;31762.812;126206.9;133841.11;101061.305;58783.973;28583.406;14915.005;15283.63;26646.48;28761.656;17812.455;7788.533;-3333.2617;-15626.524;-29932.156;-43865.74;-58283.496;-73619.266;-86698.71;-87135.51;-5632.8037;107330.68;90460.38;78111.63;76614.11;62736.863;33636.46;12723.512;-3645.5486;-23832.23;-55003.035;-92944.484;-136914.42;-136094.11;-93592.81;-50728.355;33.82562;81908.04;78055.09;67192.89;53560.51;38955.34;25190.256;11858.025;-1417.0634;-14709.353;-28086.938;-41970.004;-56485.445;-69551.39;-79011.51;-79091.89;-8481.872;50327.355;96476.11;141144.42;142342.72;97164.99;58913.21;27147.396;2259.1038;-13999.833;-32846.582;-63308.266;-75695.49;-74099.14;-85423.13;-102030.3;9173.698;83452.12;78268.22;63660.27;49931.75;38330.54;28598.648;19856.658;11102.216;-187.25655;-13176.544;-28474.842;-29188.053;-18302.594;-17140.3;-30181.541;-61104.055;-104380.51;-138526.89;-110445.15;-50433.734;64508.594;83442.1;81517.01;69962.25;56258.7;43032.957;31278.783;21800.309;14506.699;9239.541;5593.9224;3009.286;-8993.928;-8723.08;-6908.909;-2894.4768;4260.5615;15673.844;32529.81;55925.477;86549.11;124172.62;166137.08;205264.39;214645.36;173667.56;106210.33;45275.94;3811.624;-18851.734;-30135.35;-37968.97;-48845.758;-62868.77;-74383.44;-80712.85;-81814.336;-77126.85;-65863.234;-47617.957;-22363.33;10247.404;49883.36;92860.93;115796.32;90580.164;41545.07;-246.20312;-38604.85;-72923.58;-96465.15;-107789.734;-110007.26;-103295.12;-84037.625;-47897.754;8250.973;74933.65;131029.53;166276.72;178657.72;158738.67;119853.7;84545.8;55192.207;32702.805;17109.842;8103.8867;5565.824;9485.947;19889.17;36919.105;60852.348;91490.27;127603.984;166036.88;187365.9;176991.62;140596.31;81685.72;11922.641;-46583.043;-84709.04;-105731.5;-112914.77;-110046.805;-98603.39;-75115.195;-40884.625;-3748.467;35799.25;82271.51;105298.2;82398.04;42415.42;7325.9624;-20757.748;-42579.066;-59126.18;-71105.94;-78759.984;-81458.53;-78154.555;-67856.945;-53245.56;-40926.348;-31732.354;-19456.926;4222.8286;47149.992;110160.9;174745;216477.45;213680.1;177259.23;136651.44;99361.945;68290.266;43847.74;25554.496;12488.071;3550.4133;-2295.1736;-5946.711;-8064.5537
13.6;65.04;2.32;63.5;32.8;32.1;0.995;2.99;132;5.64;40.3;0.614;-1455707.6;-1457269.9;-1460350.6;-1465204;-1471659.6;-1479781;-1489596.9;-1501038;-1514738.9;-1530947.2;-1551794.8;-1578504.2;-1582114.9;-1599101.1;-1642975.5;-1695839.4;-1746778.2;-1798681.4;-1849353.1;-1896345.5;-1937883.2;-1972794.2;-1998969.2;-2018384.5;-2029006.8;-2031552.5;-2027340.9;-2017887.9;-2004257.5;-1987169.2;-1966220.6;-1945781.2;-1923265.9;-1878895.6;-1883594.8;-1872750.8;-1855613.4;-1828563.2;-1795078;-1753741.8;-1705974.6;-1650986.8;-1592658.5;-1533140.1;-1472112.5;-1417149.1;-1369847.4;-1316835.1;-1253604.5;-1233893.6;-1234151.4;-1243108.4;-1251611;-1256785.9;-1262307.8;-1266544.8;-1268393.1;-1267739.5;-1265110.2;-1262168.1;-1260473.1;-1254774.1;-1246383.5;-1245524.6;-1295911.8;-1356285.8;-1413400.2;-1464331.9;-1524998.4;-1595323.5;-1664428.1;-1731160.9;-1792873.5;-1843674;-1887520;-1924780.4;-1959736.2;-1990213.8;-2009550.5;-2015308;-2068079.4;-2098865.8;-2119908.5;-2137778.8;-2151002.2;-2158894.8;-2160771;-2156319.8;-2144672.5;-2125336.5;-2097278;-2063194.6;-2020858;-1971993.2;-1917816.9;-1859861;-1800810.9;-1741699.2;-1679361.1;-1611791.1;-1626746.4;-1588215.1;-1561148.5;-1537982;-1519838.4;-1504685.8;-1492075.1;-1481688.8;-1472975.6;-1466265.8;-1461090;-1457655.1;-1455746.9;774.5268;-1600.7797;-4959.766;-9941.824;-17031.932;-26455.098;-38268.87;-52129.113;-66816.26;-79988.24;-84465.79;-69943.43;28893.242;122859.47;131204.89;99661.95;58122.492;28247.598;15313.243;16209.444;27888.01;30205.059;19285.066;9196.553;-2124.374;-14706.886;-29559.277;-44906.48;-61106.56;-78520.76;-93612.24;-96418.5;8490.411;105264.695;87929.72;75334.24;74599.12;62434.18;34678.14;14554.801;-3051.6968;-26046.193;-57017.58;-92864.71;-133885.45;-130504.766;-86054.88;-40676.766;14204.558;73645.84;71858.93;63396.63;51278.848;37657.965;24551.92;11464.996;-1802.7668;-15040.177;-27976.219;-40843.94;-54026.195;-65103.88;-71893.15;-69359.766;-14513.282;39237.16;86201.9;132520.19;136354.39;94905.54;59648.82;29943.572;4700.6777;-14920.684;-33579.406;-62101.137;-74619.4;-71646.266;-81953.695;-98797.55;-3867.6104;92459.08;84256.2;67319.74;51861.38;39168.734;28700.076;19314.344;9978.903;-1801.3488;-15013.476;-30214.924;-30765.764;-19484.006;-17793.525;-29974.568;-60172.84;-102446.03;-134938.06;-106537.87;-47566.418;62577.477;80372.555;78385.68;67103.97;53780.164;40951.156;29574.451;20449.486;13466.591;8486.704;5103.4575;2769.2996;-4828.147;-4624.749;-3009.7468;658.5619;7298.6626;18003.82;33936.85;56190.03;85470.69;121609.41;162092.88;200103.61;209826.53;170461.44;104556.37;44668.82;3739.0867;-18665.57;-29965.383;-38142.465;-49581.47;-64283.39;-76519;-83560.59;-85309.06;-81147.83;-70203.766;-51793.363;-25583.479;8937.02;51494.043;98475.93;120214.664;92018.97;44123.445;3648.1099;-33522.44;-67267.69;-90989.77;-103016.16;-105826.08;-98718.19;-78427.78;-41815.29;13574.048;78151.75;131041.586;161992.92;168458.19;147086.69;111716.36;78837.48;50961.35;29341.967;14219.553;5464.3076;3115.545;7209.846;17666.574;34395.863;57457.562;86416.54;119718.74;154055.48;174514.06;168384.56;137285.88;83060.56;16898.387;-39592.58;-77346.336;-99231.52;-107694.25;-105197.76;-93350.39;-69978.055;-36309.133;-47.855484;38031.645;82842.336;108291.82;86389.086;42699.22;5224.5874;-24240.938;-46746.55;-63525.97;-75396.72;-82638.98;-84660.74;-80503.56;-69321.59;-53870.74;-40835.805;-31165.898;-18774.713;4609.793;46793.59;108371.73;171011.31;210986.42;207920.66;172730.81;133649.47;97834.43;68076.51;44756.598;27395.38;15081.041;6731.956;1327.7366;-2017.7388;-3955.767
